cluster_k,cluster_label,n_patients,global_T1_mean,global_T1_median,baseline_feature_missing_fraction_mean,baseline_feature_missing_fraction_median,baseline_table_coverage_fraction_mean,baseline_table_coverage_fraction_median
2,0,73,97.57397260273973,98.1,0.5193212022081374,0.4328358208955223,0.4400684931506849,0.5
2,1,8,101.17499999999998,101.45,0.3582089552238806,0.3582089552238806,0.578125,0.5625
