cluster_label,n_patients,age_mean,age_median,global_T1_mean,global_T1_median,baseline_feature_missing_fraction_mean,baseline_feature_missing_fraction_median,baseline_table_coverage_fraction_mean,baseline_table_coverage_fraction_median,device_episode_count_mean,device_episode_count_median
0,73,79.73972602739725,80.0,97.57397260273973,98.1,0.5193212022081374,0.4328358208955223,0.4400684931506849,0.5,2.0,2.0
1,8,78.75,77.5,101.17499999999998,101.45,0.3582089552238806,0.3582089552238806,0.578125,0.5625,1.625,1.5
