cluster_label,n_patients,global_T1_mean,global_T1_median,missing_fraction_mean,table_coverage_mean,profile_interpretation,largest_absolute_feature_differences,features_higher_in_this_cluster,features_lower_in_this_cluster
0,73,97.57397260273973,98.1,0.5193212022081374,0.4400684931506849,descriptive feature pattern only; not a clinical subtype,touch_click_event_count;touch_distinct_event_count;touch_active_hour_count;touch_scroll_direction_change_count;touch_scroll_event_count;screen_active_hour_count;unique_gsm_cell_count;unique_gsm_lac_count,activity_state_diversity;activity_active_hour_count;touch_scroll_index_change_median;telephony_mobile_data_enabled_fraction;activity_unknown_fraction,touch_click_event_count;touch_distinct_event_count;touch_active_hour_count;touch_scroll_direction_change_count;touch_scroll_event_count
1,8,101.17499999999998,101.45,0.3582089552238806,0.578125,descriptive feature pattern only; not a clinical subtype,touch_click_event_count;touch_distinct_event_count;touch_active_hour_count;touch_scroll_direction_change_count;touch_scroll_event_count;screen_active_hour_count;unique_gsm_cell_count;unique_gsm_lac_count,touch_click_event_count;touch_distinct_event_count;touch_active_hour_count;touch_scroll_direction_change_count;touch_scroll_event_count,activity_state_diversity;activity_active_hour_count;touch_scroll_index_change_median;telephony_mobile_data_enabled_fraction;activity_unknown_fraction
