device_id,n_rows,Subject_ID_D
444ce4c5-7ef7-4be0-a6f6-58e98a35ca12,91,077
25ef1d98-8bf7-409f-b279-f52a0e616705,89,NOT_MAPPED
49732e52-032c-4306-95cc-dd57970293ab,89,NOT_MAPPED
16f9b90c-623b-4936-9bbd-7e58b10720f6,88,NOT_MAPPED
6d3de151-603c-4b7e-a6e4-96b4508fa004,88,NOT_MAPPED
eb8f2229-d207-42a1-9344-c07717bf5155,85,NOT_MAPPED
aa49cc54-9198-42a2-9075-7c19433cde64,84,NOT_MAPPED
64e2ec33-01f3-4d7b-b523-e64278d6746f,69,NOT_MAPPED
02b3bbb7-b974-4ead-839c-c3686578cb99,68,NOT_MAPPED
a182f886-53f6-4d1f-a535-ae20e5a2060e,68,NOT_MAPPED
6e3b48ff-8b7a-440f-9159-f74012fbc77f,59,070
7f396bde-60e4-45a1-a1a9-9aa8ca926e79,55,NOT_MAPPED
339243db-f980-44a8-8862-65ec54572777,53,NOT_MAPPED
1ab3d8b8-3e8c-4dac-ac6b-3e312dd6b96a,49,NOT_MAPPED
99e3dd94-abc5-46cd-ac3f-636c1f72f8e0,49,NOT_MAPPED
845baf83-8b4e-4bf9-b669-8d7ec16eec42,48,043
afed394e-f4e2-4372-89b9-df56506976b3,47,NOT_MAPPED
0eadbdf6-df0e-4c75-826a-0a735963b7ab,45,091
22093166-a2f8-4214-a0f8-7fc475c8a454,45,NOT_MAPPED
71ff3241-e16f-416a-8dc6-9191c58d67e9,44,NOT_MAPPED
af8cf10d-ae94-461a-9885-6c5ae2e50a57,42,NOT_MAPPED
b1c0c75b-30cb-47dd-be47-808323ce448b,41,NOT_MAPPED
a1cf01fc-5b62-4a65-94d6-01b8bba2957b,40,NOT_MAPPED
b958fe50-2ae3-47ce-aa6e-e87cf5979873,40,NOT_MAPPED
d89ac59d-c40b-4399-ae70-b8dbd15245e5,39,NOT_MAPPED
dba6b322-c24d-4f1e-a6f3-f9556c60535f,39,039
051aef7b-10fa-4c8f-b7bb-2afe62692335,38,036
951bb999-c210-4700-b6bf-2660c8f7ea20,38,NOT_MAPPED
97786488-b836-4534-a77d-7699c7522451,37,NOT_MAPPED
bef06ae4-95f8-4350-9c3b-e0178039913c,37,NOT_MAPPED
8332ea74-6721-4ab6-8e90-5e9f4ce00eed,36,NOT_MAPPED
13594c10-ce08-4b81-8b17-e941b69ac95e,35,NOT_MAPPED
41da6050-3ccc-4944-ac4e-a95ab3b180fd,35,NOT_MAPPED
49080ad6-377f-4176-ba69-5ffd26ad90f9,35,NOT_MAPPED
3b3f73c4-f675-40fa-ba96-268da25d4534,34,086
dce3ec0f-5b72-492c-bd4e-dceb645b8b2e,34,NOT_MAPPED
0ca12d19-4bb4-4b3a-9e6f-badecdaf4fe4,33,NOT_MAPPED
2f4da3aa-15b5-4b6f-b975-cd04c6eac8fa,33,NOT_MAPPED
915936ce-f1ac-4244-b61d-ae25eeaaa4c3,33,NOT_MAPPED
91984558-e164-4648-a41f-b0fa057507f0,33,NOT_MAPPED
27109bfb-8879-4068-ab2a-83839ecad0fc,32,NOT_MAPPED
29d41519-77af-414b-b578-c442dfef2f48,32,NOT_MAPPED
f9524275-576b-405c-933e-b6faac087524,32,NOT_MAPPED
523c3317-5e8e-414e-9da2-16a43482235b,30,NOT_MAPPED
66854e31-511f-4eb1-9ab1-50e2072802f4,30,NOT_MAPPED
a0947bac-899e-472d-8bd2-875c7cdc62d1,30,NOT_MAPPED
dd3b7d43-708d-4dbe-a166-300fc99661ed,30,NOT_MAPPED
e2e3e0aa-1df1-4e3b-8e42-d046c42c6c83,30,NOT_MAPPED
dbf2f77e-7084-4997-b75f-022ce0f42c53,29,NOT_MAPPED
e236f57d-78fd-4ed5-9714-9dff6d9110d2,29,NOT_MAPPED
b242d4f5-1a59-4711-ab8f-ac9a36bf0096,28,NOT_MAPPED
bbe2e093-feda-447b-a655-2ed041808ade,28,NOT_MAPPED
e2e79fd5-e885-42db-ae53-212be89681c7,28,NOT_MAPPED
ee5b6563-dd78-4279-b15d-b6824565b0fa,28,NOT_MAPPED
948e948e-c860-4def-903d-dbc18746c222,27,NOT_MAPPED
9d817219-6a27-44c0-adce-7bbd70a40e21,27,NOT_MAPPED
005865ec-ed74-4998-8fbe-6924b06c7740,26,NOT_MAPPED
2c98fc2c-d6e1-4a78-a05c-578238251e02,26,NOT_MAPPED
31aec9fe-41c4-40d0-b344-1ccf88fc6f51,26,NOT_MAPPED
941fb151-6d49-436e-8597-1911bde11309,26,NOT_MAPPED
cb7ef5df-ab1d-4654-a903-908dbc521082,26,NOT_MAPPED
5013dc15-16ee-47df-876b-349a95732edb,25,087
bfba5edc-04bc-4b2f-906b-763f76b0599e,25,NOT_MAPPED
eabbf942-13cb-4cd6-ae80-3777e74e7f5e,25,NOT_MAPPED
1bf1f866-1d5a-4f9c-a6ef-ecfdd07ad2e1,24,NOT_MAPPED
3d0c162f-6489-4a78-a016-60a65ec80809,24,NOT_MAPPED
4440db62-d35f-4be5-9b3e-b9f917ad2ea7,24,NOT_MAPPED
4539ddbf-51e8-4b35-b21a-d7c57f890911,24,NOT_MAPPED
74fcbceb-da03-44cd-a341-b24d6a1111f2,24,NOT_MAPPED
c1c2e60f-1f4f-408a-89f6-bce194c9571d,24,NOT_MAPPED
dbe9b835-d172-49ab-a554-c65a0bfadf77,24,076
fb6c9950-aa2d-49e3-80a2-a1ac7d05f7bc,24,NOT_MAPPED
03398bf1-6c0e-47da-9af2-7ca1e7ad513d,23,NOT_MAPPED
1d20c6d8-fd94-4558-a0ae-ca8fb6a8a562,23,NOT_MAPPED
30e0e1e8-3b57-44a8-9818-90dca72c1240,23,NOT_MAPPED
647ae315-c1d6-4016-b2f0-5aa8441a29ff,23,NOT_MAPPED
0dff05f0-3418-42c0-99f7-5ac9f5ed3025,22,NOT_MAPPED
0f705f40-bca9-47da-ac7e-198c9f3b59d1,22,NOT_MAPPED
432765f8-e2b2-4926-aa5c-55423676a655,22,NOT_MAPPED
60e31068-dd5d-4fab-8b27-13f1c90c8ec0,22,NOT_MAPPED
817c04d9-24c7-4a4b-9fab-418b8365bca8,22,NOT_MAPPED
85d7f84a-78da-4d2a-aa11-7f54211a70bc,22,NOT_MAPPED
98202ede-bb3c-4400-86b7-b9c2f7eca334,22,NOT_MAPPED
a430674e-458f-4419-990b-3c70c1d1819a,22,NOT_MAPPED
bf98d711-9815-428a-aeed-be1dce83854a,22,NOT_MAPPED
c238662c-d3b3-49dd-8299-6b49ac166267,22,NOT_MAPPED
cc487616-c3e7-47fb-9a4c-c5545e5d1a3d,22,NOT_MAPPED
d0f94754-9843-4e8a-86e8-70b0884d9de0,22,NOT_MAPPED
d74a744a-f92c-4282-8328-b2e400e099e3,22,NOT_MAPPED
f34c5be7-b3bb-405f-9554-5f2451a4ef65,22,NOT_MAPPED
287c201e-ca1b-4218-9489-9aab4f139af9,21,NOT_MAPPED
4aa7ff2d-5d9d-4051-bab4-0fa52778a24c,21,NOT_MAPPED
5424b404-a8d3-457e-8f3d-fa50731c7838,21,NOT_MAPPED
67231d02-4f60-4228-9876-8278ba8bec16,21,NOT_MAPPED
6a050fca-1274-4481-bc4d-6103a673b3fb,21,030
82dfbaa1-6854-4102-904b-7efd5cca4919,21,NOT_MAPPED
acb886f0-75c4-4a4e-b696-8d8073889787,21,NOT_MAPPED
ba33594d-f274-449a-940c-4847048f48d6,21,NOT_MAPPED
bb558c69-c781-4586-89ee-c6bc12ae4301,21,samsung SM-A115F
c692bcd6-a249-4df8-a424-0b303d892d66,21,NOT_MAPPED
e0ffbc4c-2dfa-4535-8cac-5217ca5a834e,21,NOT_MAPPED
ebdc08ad-e72b-4372-afdb-9e2f1f73a837,21,NOT_MAPPED
f70a259e-b608-492f-95b8-3ab9b25bdea8,21,NOT_MAPPED
0450694d-2635-475b-83d4-163e7225d7ed,20,NOT_MAPPED
04afcc9f-701a-4bf6-828a-a1dfbcbec930,20,NOT_MAPPED
084dd5de-4894-4880-b021-b8a9648bc6bb,20,NOT_MAPPED
134e08da-362c-47b1-bf4b-25a280784bb2,20,NOT_MAPPED
142173b2-28c2-4b92-bc0c-05ae21bfa00c,20,NOT_MAPPED
1aa1d13b-5ad0-4e02-b26d-4c0cb0c855bb,20,NOT_MAPPED
1b000aa4-a832-4ffd-b442-8e11a0853925,20,NOT_MAPPED
1c44d1aa-9307-4e9a-8889-c9b6d09258a7,20,NOT_MAPPED
2bb6eee2-56bf-413d-8f74-33f08d3bfc45,20,NOT_MAPPED
2bbcb62e-b084-4cd2-b217-d415693fa43b,20,NOT_MAPPED
