analysis_scope,repeat,domain,model,n_predictions,rmse,mae,r2
repeat,12,Motor,ridge,79,10.675429552546351,9.323443157537467,-0.03648923222928624
repeat,13,Motor,mean_baseline,79,10.782166180650917,9.075048975286318,-0.05731920079417496
repeat,13,Motor,ridge,79,10.687707741634043,9.002919530755781,-0.03887480915629338
repeat,14,Motor,mean_baseline,79,10.761680422305366,8.93439823186659,-0.05330527471445379
repeat,14,Motor,ridge,79,10.796587550323192,8.961493290230791,-0.060149464778588735
repeat,15,Motor,mean_baseline,79,10.502220917458583,8.764063441832427,-0.0031280530840918086
repeat,15,Motor,ridge,79,10.833198174719788,9.308284947325639,-0.06735146996451724
repeat,16,Motor,mean_baseline,79,10.568860789465463,8.830974984930682,-0.0158987636494341
repeat,16,Motor,ridge,79,11.034647232434956,9.291707395147606,-0.10741648518688285
repeat,17,Motor,mean_baseline,79,10.531482481448748,8.811397428169581,-0.008725723925357087
repeat,17,Motor,ridge,79,10.707074190275703,9.158027575333415,-0.04264316520170408
repeat,18,Motor,mean_baseline,79,10.600828091962349,8.861200899136026,-0.0220535721214441
repeat,18,Motor,ridge,79,10.759054000658214,9.195780694912509,-0.052791212581245306
repeat,19,Motor,mean_baseline,79,10.650504272929394,8.86978162045409,-0.031654836773329365
repeat,19,Motor,ridge,79,10.525070268694524,8.852767037279067,-0.00749774963848826
repeat,20,Motor,mean_baseline,79,10.902999531437825,9.097933619650394,-0.08115027620473958
repeat,20,Motor,ridge,79,11.256275836413211,9.516189611903277,-0.15234767721946385
pooled,pooled,Motor,mean_baseline,1580,10.505300668627191,8.770706280138638,-0.0037164691525382043
pooled,pooled,Motor,ridge,1580,11.073488278008217,9.121569159900105,-0.11522623474030369
