cluster_label,n_patients,global_T1_mean,global_T1_median,missing_fraction_mean,table_coverage_mean,profile_interpretation,largest_absolute_feature_differences,features_higher_in_this_cluster,features_lower_in_this_cluster
0,72,97.57083333333334,99.35,0.5103677621283255,0.45915032679738566,descriptive feature pattern only; not a clinical subtype,touch_distinct_event_count;touch_click_event_count;touch_scroll_event_count;touch_scroll_direction_change_count;touch_active_hour_count;touch_unique_app_count;unique_foreground_apps;screen_active_hour_count,telephony_mobile_data_enabled_fraction;activity_unknown_fraction;telephony_event_count;screen_on_event_count;app_foreground_event_count,touch_distinct_event_count;touch_click_event_count;touch_scroll_event_count;touch_scroll_direction_change_count;touch_active_hour_count
1,9,100.8,101.0,0.30829420970266036,0.6405228758169934,descriptive feature pattern only; not a clinical subtype,touch_distinct_event_count;touch_click_event_count;touch_scroll_event_count;touch_scroll_direction_change_count;touch_active_hour_count;touch_unique_app_count;unique_foreground_apps;screen_active_hour_count,touch_distinct_event_count;touch_click_event_count;touch_scroll_event_count;touch_scroll_direction_change_count;touch_active_hour_count,telephony_mobile_data_enabled_fraction;activity_unknown_fraction;telephony_event_count;screen_on_event_count;app_foreground_event_count
