cluster_label,n_patients,age_mean,age_median,global_T1_mean,global_T1_median,baseline_feature_missing_fraction_mean,baseline_feature_missing_fraction_median,baseline_table_coverage_fraction_mean,baseline_table_coverage_fraction_median,device_episode_count_mean,device_episode_count_median
0,72,79.875,80.0,97.57083333333334,99.35,0.5103677621283255,0.4225352112676056,0.45915032679738566,0.5294117647058824,1.9722222222222223,2.0
1,9,77.77777777777777,77.0,100.8,101.0,0.30829420970266036,0.352112676056338,0.6405228758169934,0.6470588235294118,1.8888888888888888,2.0
