_id,timestamp,device_id,data,sample_index,local_datetime
327,1741076773084.0,b89546ef-9f57-4fd0-ad48-638a4a783d19,"{""label"": ""1741076772295"", ""bt_name"": """", ""bt_rssi"": ""-69"", ""device_id"": ""b89546ef-9f57-4fd0-ad48-638a4a783d19"", ""timestamp"": 1741076773084, ""bt_address"": ""7F:72:B9:A1:92:62""}",1,2025-03-04 10:26:13+0200
16686,1741076773084.0,b89546ef-9f57-4fd0-ad48-638a4a783d19,"{""label"": ""1741076772295"", ""bt_name"": """", ""bt_rssi"": ""-69"", ""device_id"": ""b89546ef-9f57-4fd0-ad48-638a4a783d19"", ""timestamp"": 1741076773084, ""bt_address"": ""7F:72:B9:A1:92:62""}",2,2025-03-04 10:26:13+0200
33371,1741076773084.0,b89546ef-9f57-4fd0-ad48-638a4a783d19,"{""label"": ""1741076772295"", ""bt_name"": """", ""bt_rssi"": ""-69"", ""device_id"": ""b89546ef-9f57-4fd0-ad48-638a4a783d19"", ""timestamp"": 1741076773084, ""bt_address"": ""7F:72:B9:A1:92:62""}",3,2025-03-04 10:26:13+0200
60817,1741076773084.0,b89546ef-9f57-4fd0-ad48-638a4a783d19,"{""label"": ""1741076772295"", ""bt_name"": """", ""bt_rssi"": ""-69"", ""device_id"": ""b89546ef-9f57-4fd0-ad48-638a4a783d19"", ""timestamp"": 1741076773084, ""bt_address"": ""7F:72:B9:A1:92:62""}",4,2025-03-04 10:26:13+0200
81048,1741076773084.0,b89546ef-9f57-4fd0-ad48-638a4a783d19,"{""label"": ""1741076772295"", ""bt_name"": """", ""bt_rssi"": ""-69"", ""device_id"": ""b89546ef-9f57-4fd0-ad48-638a4a783d19"", ""timestamp"": 1741076773084, ""bt_address"": ""7F:72:B9:A1:92:62""}",5,2025-03-04 10:26:13+0200
85138,1741076773084.0,b89546ef-9f57-4fd0-ad48-638a4a783d19,"{""label"": ""1741076772295"", ""bt_name"": """", ""bt_rssi"": ""-69"", ""device_id"": ""b89546ef-9f57-4fd0-ad48-638a4a783d19"", ""timestamp"": 1741076773084, ""bt_address"": ""7F:72:B9:A1:92:62""}",6,2025-03-04 10:26:13+0200
100239,1741076773084.0,b89546ef-9f57-4fd0-ad48-638a4a783d19,"{""label"": ""1741076772295"", ""bt_name"": """", ""bt_rssi"": ""-69"", ""device_id"": ""b89546ef-9f57-4fd0-ad48-638a4a783d19"", ""timestamp"": 1741076773084, ""bt_address"": ""7F:72:B9:A1:92:62""}",7,2025-03-04 10:26:13+0200
114340,1741076773084.0,b89546ef-9f57-4fd0-ad48-638a4a783d19,"{""label"": ""1741076772295"", ""bt_name"": """", ""bt_rssi"": ""-69"", ""device_id"": ""b89546ef-9f57-4fd0-ad48-638a4a783d19"", ""timestamp"": 1741076773084, ""bt_address"": ""7F:72:B9:A1:92:62""}",8,2025-03-04 10:26:13+0200
128941,1741076773084.0,b89546ef-9f57-4fd0-ad48-638a4a783d19,"{""label"": ""1741076772295"", ""bt_name"": """", ""bt_rssi"": ""-69"", ""device_id"": ""b89546ef-9f57-4fd0-ad48-638a4a783d19"", ""timestamp"": 1741076773084, ""bt_address"": ""7F:72:B9:A1:92:62""}",9,2025-03-04 10:26:13+0200
143542,1741076773084.0,b89546ef-9f57-4fd0-ad48-638a4a783d19,"{""label"": ""1741076772295"", ""bt_name"": """", ""bt_rssi"": ""-69"", ""device_id"": ""b89546ef-9f57-4fd0-ad48-638a4a783d19"", ""timestamp"": 1741076773084, ""bt_address"": ""7F:72:B9:A1:92:62""}",10,2025-03-04 10:26:13+0200
158143,1741076773084.0,b89546ef-9f57-4fd0-ad48-638a4a783d19,"{""label"": ""1741076772295"", ""bt_name"": """", ""bt_rssi"": ""-69"", ""device_id"": ""b89546ef-9f57-4fd0-ad48-638a4a783d19"", ""timestamp"": 1741076773084, ""bt_address"": ""7F:72:B9:A1:92:62""}",11,2025-03-04 10:26:13+0200
172744,1741076773084.0,b89546ef-9f57-4fd0-ad48-638a4a783d19,"{""label"": ""1741076772295"", ""bt_name"": """", ""bt_rssi"": ""-69"", ""device_id"": ""b89546ef-9f57-4fd0-ad48-638a4a783d19"", ""timestamp"": 1741076773084, ""bt_address"": ""7F:72:B9:A1:92:62""}",12,2025-03-04 10:26:13+0200
