table_name,sample_context,Subject_ID_D,Subject_ID_N,device_id,rows_sampled,distinct_observation_count,unique_bluetooth_addresses,bluetooth_address_diversity_ratio,diversity_ratio_definition,dedup_key,first_local_datetime,last_local_datetime,interpretation_scope
bluetooth,distinct_observation_phase_a_sample_not_clinically_anchored,085,81,b89546ef-9f57-4fd0-ad48-638a4a783d19,20,20,11,0.55,unique bt_address count divided by total deduplicated Bluetooth address observations,timestamp+device_id+bt_address+bt_rssi,2025-03-04 10:26:13+0200,2025-03-04 10:30:57+0200,manual_inspection_only_not_highest_t1
