table_name,Subject_ID_D,Subject_ID_N,T2_date_iso,device_id,week_first_ts,week_rows,fallback_latest_ts,fallback_rows
barometer,012,4,2025-09-09,333d33c5-8033-4cc0-9425-e0fad00f3613,,0,,0
barometer,012,4,2025-09-09,3b301a33-0640-4ca1-b5da-f92ce279a860,,0,,0
barometer,012,4,2025-09-09,6417d786-cd43-47c2-9379-ff1cf358cd2c,,0,,0
applications_foreground,013,10,2025-09-09,23d13a76-7c5a-4ac4-a7eb-5de4025645e7,,0,,0
battery,013,10,2025-09-09,23d13a76-7c5a-4ac4-a7eb-5de4025645e7,,0,,0
bluetooth,013,10,2025-09-09,23d13a76-7c5a-4ac4-a7eb-5de4025645e7,,0,,0
calls,013,10,2025-09-09,23d13a76-7c5a-4ac4-a7eb-5de4025645e7,,0,,0
gsm,013,10,2025-09-09,23d13a76-7c5a-4ac4-a7eb-5de4025645e7,,0,,0
keyboard,013,10,2025-09-09,23d13a76-7c5a-4ac4-a7eb-5de4025645e7,,0,,0
locations,013,10,2025-09-09,23d13a76-7c5a-4ac4-a7eb-5de4025645e7,,0,,0
messages,013,10,2025-09-09,23d13a76-7c5a-4ac4-a7eb-5de4025645e7,,0,,0
plugin_google_activity_recognition,013,10,2025-09-09,23d13a76-7c5a-4ac4-a7eb-5de4025645e7,,0,,0
screen,013,10,2025-09-09,23d13a76-7c5a-4ac4-a7eb-5de4025645e7,,0,,0
telephony,013,10,2025-09-09,23d13a76-7c5a-4ac4-a7eb-5de4025645e7,,0,,0
gsm_neighbor,013,10,2025-09-09,23d13a76-7c5a-4ac4-a7eb-5de4025645e7,,0,,0
touch,013,10,2025-09-09,23d13a76-7c5a-4ac4-a7eb-5de4025645e7,,0,,0
significant,013,10,2025-09-09,23d13a76-7c5a-4ac4-a7eb-5de4025645e7,,0,,0
sensor_linear_accelerometer,013,10,2025-09-09,23d13a76-7c5a-4ac4-a7eb-5de4025645e7,,0,,0
barometer,013,10,2025-09-09,23d13a76-7c5a-4ac4-a7eb-5de4025645e7,,0,,0
applications_foreground,014,21,2025-09-11,7ad2f17f-8c64-4a0e-9fb5-ddf1db3eec34,,0,1756355202923.0,600
