chunk_index,chunk_start_ms,chunk_end_ms,chunk_start_local,chunk_end_local,local_hour,is_night_22_06,valid_sample_count,status,observed_span_seconds,median_interval_ms,p95_interval_ms,max_gap_seconds,gap_count_gt_1s,gap_burden_fraction,gravity_baseline_median,magnitude_mean,magnitude_sd,dynamic_magnitude_mean,dynamic_magnitude_median,dynamic_magnitude_sd,high_motion_fraction,effective_sampling_hz_from_median_interval,effective_nyquist_hz_from_median_interval,dominant_frequency_hz,total_power,very_low_lt_0_3hz_power,very_low_lt_0_3hz_power_ratio,handling_0_3_1hz_power,handling_0_3_1hz_power_ratio,walking_like_1_3hz_power,walking_like_1_3hz_power_ratio,vigorous_2_5_4hz_power,vigorous_2_5_4hz_power_ratio,shaking_like_3_8hz_power,shaking_like_3_8hz_power_ratio,high_freq_8_12hz_power,high_freq_8_12hz_power_ratio,walking_like_power_ratio,shaking_like_power_ratio,chunk_state_candidate,Subject_ID_D,device_id,raw_rows_downloaded
71,1736341347000,1736341647000,2025-01-08 15:02:27+0200,2025-01-08 15:07:27+0200,15,False,1500,ok,299.801,200.0,201.0,0.202,0,0.0,9.912998143548672,9.912064849088717,0.010414215254261042,0.00773032878720502,0.006011640562816112,0.00704052091487385,0.0,5.0,2.5,0.016666666666666666,3.4199459914595945e-05,1.5632156799801047e-05,0.4570878264989623,9.93213280219586e-06,0.2904178261001408,9.037204672501574e-06,0.26424992368504036,1.3757757677777134e-06,0.04022799691028301,5.667170850796465e-07,0.01657093669007849,,,0.26424992368504036,0.01657093669007849,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1500
72,1736341647000,1736341947000,2025-01-08 15:07:27+0200,2025-01-08 15:12:27+0200,15,False,1500,ok,299.8,200.0,201.0,0.202,0,0.0,9.90004776983529,9.899727974641175,0.009330950344240647,0.007119682147261067,0.005755937314371629,0.0060397871994661515,0.0,5.0,2.5,0.03333333333333333,2.896152189951377e-05,9.094483741378156e-06,0.3140195385081211,9.363798288682816e-06,0.3233185852998983,9.921661249273816e-06,0.3425807968137333,1.465335622785565e-06,0.0505959468521634,5.537881861689352e-07,0.019121515370994113,,,0.3425807968137333,0.019121515370994113,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1500
73,1736341947000,1736342247000,2025-01-08 15:12:27+0200,2025-01-08 15:17:27+0200,15,False,1500,ok,299.8,200.0,201.0,0.205,0,0.0,9.9020260158664,9.90113579203113,0.0092191478035621,0.007133592004548397,0.0058865887777228565,0.005907372496588377,0.0,5.0,2.5,0.016666666666666666,2.9355115347626737e-05,1.0014989192761266e-05,0.341166746380063,9.759846707171955e-06,0.3324751611974506,9.038959587336475e-06,0.3079176995319572,1.4933481026175105e-06,0.05087181858879129,6.311027009722717e-07,0.021498900396018858,,,0.3079176995319572,0.021498900396018858,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1500
74,1736342247000,1736342547000,2025-01-08 15:17:27+0200,2025-01-08 15:22:27+0200,15,False,1500,ok,299.799,200.0,201.0,0.207,0,0.0,9.90217503517923,9.900525435088992,0.013586174862275913,0.009052191852556093,0.006103949042779,0.010264655401452421,0.0,5.0,2.5,0.016666666666666666,8.952669940233113e-05,7.5422130389572e-05,0.8424540488265574,1.3096324244987493e-05,0.1462840061391394,1.2367980781290025e-05,0.13814851730106317,1.8674577026284135e-06,0.02085922652231484,7.880916432554286e-07,0.008802867172772238,,,0.13814851730106317,0.008802867172772238,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1500
75,1736342547000,1736342847000,2025-01-08 15:22:27+0200,2025-01-08 15:27:27+0200,15,False,1500,ok,299.8,200.0,201.0,0.203,0,0.0,9.903116962374861,9.902278727351009,0.009355684176685423,0.007152789942310589,0.005961981207912359,0.006088436614622505,0.0,5.0,2.5,0.05,2.9397892244505764e-05,1.0220699189014603e-05,0.34766775468145245,8.85599160823622e-06,0.3012458013853471,9.580545538909785e-06,0.3258922598677228,1.44835422603958e-06,0.049267281272869695,5.179677551930131e-07,0.01761921402000571,,,0.3258922598677228,0.01761921402000571,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1500
76,1736342847000,1736343147000,2025-01-08 15:27:27+0200,2025-01-08 15:32:27+0200,15,False,1500,ok,299.799,200.0,201.0,0.202,0,0.0,9.90279402530437,9.90231723016578,0.00919954755840443,0.007216513641743912,0.005913085391330064,0.00572546415079623,0.0,5.0,2.5,0.2,2.6834369446346417e-05,6.403693926525547e-06,0.23863776413041185,1.0048432697281137e-05,0.37446129365448017,9.592408096184333e-06,0.3574672442131995,1.4224611532295721e-06,0.053008927825700956,6.057779367844241e-07,0.022574703608953355,,,0.3574672442131995,0.022574703608953355,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1500
77,1736343147000,1736343447000,2025-01-08 15:32:27+0200,2025-01-08 15:37:27+0200,15,False,1500,ok,299.799,200.0,201.0,0.204,0,0.0,9.900657809884017,9.899257847280115,0.019416371123090775,0.013382162273370942,0.00900771386042809,0.014137648169730429,0.0,5.0,2.5,0.016666666666666666,0.00013947735951889235,0.00014705261346567783,1.0543117103228457,1.5077538876769338e-05,0.10810026034889963,1.6722210372448523e-05,0.11989193393199764,2.7025201964226334e-06,0.01937604931542007,1.0675720615022767e-06,0.007654088557345201,,,0.11989193393199764,0.007654088557345201,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1569
78,1736343447000,1736343747000,2025-01-08 15:37:27+0200,2025-01-08 15:42:27+0200,15,False,1500,ok,299.801,200.0,201.0,0.201,0,0.0,9.903172985462788,9.902688476834722,0.009395195766396865,0.007339927146318779,0.0059758674274554835,0.005884719329443271,0.0,5.0,2.5,0.03333333333333333,3.0348475956536127e-05,8.22546664439129e-06,0.27103392790371006,1.078921520563341e-05,0.3555109396954658,1.0295873251548076e-05,0.33925503429870457,1.427639589667662e-06,0.0470415579257512,5.720442924745742e-07,0.018849193392572103,,,0.33925503429870457,0.018849193392572103,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,3000
79,1736343747000,1736344047000,2025-01-08 15:42:27+0200,2025-01-08 15:47:27+0200,15,False,1500,ok,299.8,200.0,201.0,0.207,0,0.0,9.902764608739968,9.902649722139715,0.008848502566476622,0.006963160945360104,0.005768367525939233,0.00546109753152907,0.0,5.0,2.5,0.15,2.3981864936209846e-05,4.081790919882033e-06,0.17020323193126652,8.803131385227422e-06,0.3670745127054615,1.0390368436144e-05,0.43325940095908655,1.5944523519351826e-06,0.06648575313789479,6.6211481600015e-07,0.027608979441812845,,,0.43325940095908655,0.027608979441812845,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,3000
80,1736344047000,1736344347000,2025-01-08 15:47:27+0200,2025-01-08 15:52:27+0200,15,False,1500,ok,299.801,200.0,201.0,0.204,0,0.0,9.903472074647086,9.903108461700754,0.009174743148307777,0.007170045379126011,0.005828364151008181,0.005735727981122721,0.0,5.0,2.5,0.03333333333333333,2.7924903392121505e-05,8.776336649287325e-06,0.3142835098138032,7.927022327477812e-06,0.283869283849135,1.0567373014166818e-05,0.3784211127171959,1.614006544165472e-06,0.05779810663985445,6.268613572860805e-07,0.022448111940932904,,,0.3784211127171959,0.022448111940932904,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,3000
81,1736344347000,1736344647000,2025-01-08 15:52:27+0200,2025-01-08 15:57:27+0200,15,False,1500,ok,299.8,200.0,201.0,0.204,0,0.0,9.903356601718912,9.903049255210494,0.008765284915884405,0.00679628177510939,0.005539431776660386,0.005543936829201997,0.0,5.0,2.5,0.21666666666666667,2.5389483921001978e-05,7.4239135613428024e-06,0.292401121048459,9.046201131160197e-06,0.3562971645783336,8.448620224634712e-06,0.33276061265845897,1.4182039344729528e-06,0.0558579268048779,4.894216571644052e-07,0.019276550034936297,,,0.33276061265845897,0.019276550034936297,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,3000
82,1736344647000,1736344947000,2025-01-08 15:57:27+0200,2025-01-08 16:02:27+0200,15,False,1601,ok,299.725,200.0,201.0,0.234,0,0.0,9.899934486780777,9.895020618278902,0.023515907882308933,0.01542058220818665,0.008955418175982999,0.018421445967771018,0.0,5.0,2.5,0.016666666666666666,0.00013887010925240048,0.00015009813422646776,1.0808527121820004,9.916715724766191e-06,0.07141000880716722,1.5105127266423987e-05,0.10877162369743641,2.3875604371237775e-06,0.017192759838507196,1.1039924164413632e-06,0.007949820320475335,,,0.10877162369743641,0.007949820320475335,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1782
83,1736344947000,1736345247000,2025-01-08 16:02:27+0200,2025-01-08 16:07:27+0200,16,False,1500,ok,299.801,200.0,201.0,0.203,0,0.0,9.901980406451248,9.90174203093858,0.009145498535877816,0.007257613619311448,0.00630778064677795,0.005569920188617387,0.0,5.0,2.5,0.016666666666666666,2.4248067251948035e-05,6.975641692400206e-06,0.28767825575210737,7.6201665461042646e-06,0.31425871872291505,8.861566014922983e-06,0.36545452975065734,1.3660544907892882e-06,0.0563366340333596,5.366054395404979e-07,0.022129823130434784,,,0.36545452975065734,0.022129823130434784,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1500
84,1736345247000,1736345547000,2025-01-08 16:07:27+0200,2025-01-08 16:12:27+0200,16,False,1500,ok,299.801,200.0,201.0,0.202,0,0.0,9.902560573709835,9.90238587013898,0.008824022142903195,0.006983975309678127,0.005752667458140515,0.0053961075776823965,0.0,5.0,2.5,0.15,2.2328028052135817e-05,4.73571965154525e-06,0.21209753232517317,7.684558173715088e-06,0.3441664510529855,9.06952255622783e-06,0.4061945163742426,1.4545583950326842e-06,0.06514495555255927,4.983137136002365e-07,0.02231785594485446,,,0.4061945163742426,0.02231785594485446,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1500
85,1736345547000,1736345847000,2025-01-08 16:12:27+0200,2025-01-08 16:17:27+0200,16,False,1500,ok,299.8,200.0,201.0,0.209,0,0.0,9.901526286098967,9.90106706074678,0.009692672725825384,0.007485181086584216,0.006114788199433896,0.006175018752610543,0.0,5.0,2.5,0.016666666666666666,2.8964499120516926e-05,1.1360317368917469e-05,0.39221521910836077,7.879600583108613e-06,0.2720433918198543,9.798937228727324e-06,0.33830853376595327,1.5404523560471089e-06,0.053184153112315814,5.454061593775835e-07,0.018830160228500082,,,0.33830853376595327,0.018830160228500082,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1500
86,1736345847000,1736346147000,2025-01-08 16:17:27+0200,2025-01-08 16:22:27+0200,16,False,1500,ok,299.8,200.0,201.0,0.212,0,0.0,9.898137517994067,9.89659846896725,0.014984297841504946,0.010313344780240576,0.007807890065776313,0.010978741874812493,0.0,5.0,2.5,0.016666666666666666,7.163199279379248e-05,4.8814575612419576e-05,0.681463319789838,1.2775444732223396e-05,0.17834830826220566,1.5956243288551795e-05,0.22275302788916043,2.3211319220687245e-06,0.03240356482543468,9.992569627072025e-07,0.013949869656478363,,,0.22275302788916043,0.013949869656478363,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1500
87,1736346147000,1736346447000,2025-01-08 16:22:27+0200,2025-01-08 16:27:27+0200,16,False,1500,ok,299.801,200.0,201.0,0.209,0,0.0,9.897492699756022,9.851048183979612,0.6283874876904575,0.21662736326720652,0.018692266023929704,0.5916929213836579,0.06266666666666666,5.0,2.5,0.016666666666666666,0.2802509872747977,0.1425091495178013,0.5085054325894852,0.07442079659692817,0.2655505242661483,0.0746676599583348,0.2664313895355525,0.010920826471421645,0.038968021406873124,0.00443748019440953,0.015833950265653825,,,0.2664313895355525,0.015833950265653825,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1500
88,1736346447000,1736346747000,2025-01-08 16:27:27+0200,2025-01-08 16:32:27+0200,16,False,1500,ok,299.799,200.0,201.0,0.203,0,0.0,9.903033738306007,9.902575548790319,0.014177115031473462,0.00869569707822217,0.0071767213521578554,0.011206488324703515,0.0,5.0,2.5,0.016666666666666666,8.734652094925295e-05,1.5121427276409872e-05,0.17311997217605496,3.106760701045946e-05,0.3556822489645499,3.870084374382151e-05,0.4430725267959572,5.613017473607227e-06,0.06426148875315033,2.0638755184242832e-06,0.023628594430490996,,,0.4430725267959572,0.023628594430490996,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1500
89,1736346747000,1736347047000,2025-01-08 16:32:27+0200,2025-01-08 16:37:27+0200,16,False,1500,ok,299.8,200.0,201.0,0.204,0,0.0,9.90340209875207,9.903213135688912,0.01711449921417846,0.008252825550238811,0.00624966754837164,0.014994420990110916,0.0,5.0,2.5,0.26666666666666666,2.575211457428874e-05,4.943674122043261e-06,0.19197157995635405,7.74378152378985e-06,0.30070468587932375,1.2098026679949157e-05,0.46978770015367943,1.8246427410308735e-06,0.07085409377809392,6.887444445482215e-07,0.026745160773549572,,,0.46978770015367943,0.026745160773549572,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1500
90,1736347047000,1736347347000,2025-01-08 16:37:27+0200,2025-01-08 16:42:27+0200,16,False,1812,ok,299.843,200.0,201.0,0.209,0,0.0,9.825420977759913,9.82110799016835,0.29112732600336827,0.142436927120835,0.08132208831760224,0.2539398424828415,0.02262693156732892,5.0,2.5,0.03333333333333333,0.06490090702220971,0.024771244600848077,0.3816779416098317,0.01698238273294554,0.2616663389177905,0.021912493114565,0.33762999809950783,0.004196476380784264,0.06465974935216529,0.0018777564835824614,0.0289326693529857,,,0.33762999809950783,0.0289326693529857,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1812
91,1736347347000,1736347647000,2025-01-08 16:42:27+0200,2025-01-08 16:47:27+0200,16,False,1500,ok,299.8,200.0,205.0,0.208,0,0.0,9.864483040237053,9.853603513861422,0.19242918083721952,0.07093184958545035,0.03630304188640565,0.1792094485406068,0.0026666666666666666,5.0,2.5,0.03333333333333333,0.02727285797548085,0.007502761076561338,0.27509992107561865,0.01113399090070123,0.40824437654135975,0.008055609530612613,0.2953709339100016,0.0010370389198642482,0.03802457816472988,0.00047326221572239916,0.017352864747357123,,,0.2953709339100016,0.017352864747357123,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1500
92,1736347647000,1736347947000,2025-01-08 16:47:27+0200,2025-01-08 16:52:27+0200,16,False,2737,ok,299.718,42.0,201.0,0.21,0,0.0,9.885170964903573,9.870901637540708,1.2927466518487267,0.6035345801063531,0.19753560187110786,1.1433037786106235,0.2433321154548776,23.80952380952381,11.904761904761905,0.016666666666666666,0.4514397516469023,0.23507411647625365,0.5207209059872933,0.10646073938338123,0.23582491128661276,0.12468891110373478,0.27620277268197096,0.023854098926292245,0.05284004972816383,0.015535280623713347,0.034412744041788346,,,0.27620277268197096,0.034412744041788346,low_motion_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,2737
93,1736347947000,1736348247000,2025-01-08 16:52:27+0200,2025-01-08 16:57:27+0200,16,False,3356,ok,299.84,20.0,200.0,0.21,0,0.0,9.66416500074694,9.749919814452895,0.7834040765768995,0.431576549859229,0.1608551233400375,0.6594069433078876,0.18176400476758045,50.0,25.0,0.016666666666666666,0.3436720245375824,0.13259110726761253,0.38580710037721727,0.0857755147001462,0.24958538541377898,0.1286378746275333,0.3743041779458719,0.02255653381727448,0.06563389571096091,0.012375182042447953,0.03600869770851733,,,0.3743041779458719,0.03600869770851733,low_motion_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,3356
94,1736348247000,1736348547000,2025-01-08 16:57:27+0200,2025-01-08 17:02:27+0200,16,False,3047,ok,299.84,20.0,200.0,0.215,0,0.0,9.770102937398347,9.77142325295592,0.033730852749631224,0.015294523967668628,0.009120286831818092,0.030093042335252174,0.0003281916639317361,50.0,25.0,0.18333333333333332,0.0017836355430628382,0.0005497152990438543,0.3081993410491751,0.0007717295694853168,0.4326722308752111,0.0004132737506563295,0.23170302490533498,4.7064139112470236e-05,0.026386634475590368,2.335764298033081e-05,0.013095524515182814,,,0.23170302490533498,0.013095524515182814,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,3047
95,1736348547000,1736348847000,2025-01-08 17:02:27+0200,2025-01-08 17:07:27+0200,17,False,2738,ok,299.835,40.0,201.0,0.22,0,0.0,9.9061833977239,9.895940711981826,0.16610878283933472,0.025078946495482948,0.006315044421587146,0.1645238183068119,0.005113221329437546,25.0,12.5,0.03333333333333333,0.05886356964581084,0.043659809814623085,0.7417118954444897,0.00654264759804048,0.11114935158381281,0.010182226936222331,0.17298011312412775,0.002645379760671252,0.04494086540433785,0.0003405692556854994,0.0057857390867517115,,,0.17298011312412775,0.0057857390867517115,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,2738
96,1736348847000,1736349147000,2025-01-08 17:07:27+0200,2025-01-08 17:12:27+0200,17,False,1500,ok,299.799,200.0,201.0,0.202,0,0.0,9.896151888504082,9.89605423487203,0.02039285653144962,0.016384142184108386,0.014016616759120915,0.012142405800954789,0.0,5.0,2.5,1.9166666666666667,9.227868973663226e-05,1.4974398099384525e-05,0.16227363156241345,2.608903196075899e-05,0.2827200086522503,4.6245340086405904e-05,0.5011486424264615,7.329192455952251e-06,0.07942453969459376,5.6791308514635275e-06,0.06154325411069485,,,0.5011486424264615,0.06154325411069485,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1500
97,1736349147000,1736349447000,2025-01-08 17:12:27+0200,2025-01-08 17:17:27+0200,17,False,1500,ok,299.8,200.0,201.0,0.203,0,0.0,9.895660335851126,9.894743037249482,0.019008296383931565,0.009035181115388147,0.005936427883962203,0.0167487990720558,0.0,5.0,2.5,0.1,0.00032463370987391535,0.0001676251975140291,0.516351791005109,8.840863419123539e-05,0.2723334992708319,7.345423253223624e-05,0.2262680377856174,1.1165591973224365e-05,0.03439443173526549,3.887372570471023e-06,0.011974642349929837,,,0.2262680377856174,0.011974642349929837,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1500
98,1736349447000,1736349747000,2025-01-08 17:17:27+0200,2025-01-08 17:22:27+0200,17,False,1500,ok,299.8,200.0,201.0,0.23,0,0.0,9.897820306343785,9.896798355879609,0.03786181560613305,0.01178024465412283,0.008339918219188114,0.03599704570701687,0.0006666666666666666,5.0,2.5,0.05,0.0013650981015832994,0.00031967039579339733,0.23417393623405516,0.0003923420627521526,0.2874094266903583,0.0005985018866222513,0.43843141084738385,8.842583014080044e-05,0.06477617252433386,3.932843343098275e-05,0.02880996859153781,,,0.43843141084738385,0.02880996859153781,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1500
99,1736349747000,1736350047000,2025-01-08 17:22:27+0200,2025-01-08 17:27:27+0200,17,False,1500,ok,299.8,200.0,201.0,0.205,0,0.0,9.897234659539258,9.896432644747877,0.010320790182543274,0.007769184353033453,0.006030548393546553,0.0068411776914689415,0.0,5.0,2.5,0.016666666666666666,4.104729276574975e-05,1.7490647911572728e-05,0.4261096587146203,1.284360756692227e-05,0.31289779913668503,1.0668563584043461e-05,0.2599090674487895,1.5176268319127076e-06,0.03697264130361917,7.35380301478181e-07,0.017915439775160746,,,0.2599090674487895,0.017915439775160746,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1500
100,1736350047000,1736350347000,2025-01-08 17:27:27+0200,2025-01-08 17:32:27+0200,17,False,1500,ok,299.799,200.0,201.0,0.202,0,0.0,9.89761068166108,9.897000471481535,0.010361674953992287,0.007880014070669449,0.0062768924651601665,0.006755889472265175,0.0,5.0,2.5,0.016666666666666666,3.217100466352823e-05,1.2308063757074217e-05,0.38258251135774063,9.792844057882841e-06,0.3043996965685326,1.0089112632389114e-05,0.3136088766238309,1.4570971013652948e-06,0.04529224737010415,5.720752950873855e-07,0.01778232607500562,,,0.3136088766238309,0.01778232607500562,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1500
101,1736350347000,1736350647000,2025-01-08 17:32:27+0200,2025-01-08 17:37:27+0200,17,False,1500,ok,299.801,200.0,201.0,0.217,0,0.0,9.896083594292998,9.896063686417321,0.030574568760127797,0.008496982283540268,0.005788244023193556,0.02937015395370782,0.0006666666666666666,5.0,2.5,0.03333333333333333,0.0008825924859549487,0.00024547126286681646,0.2781252580019658,0.00028613426828603565,0.32419748959956723,0.0003275441102388374,0.3711159062094674,7.943880296941368e-05,0.090006208112527,1.8591463306976943e-05,0.021064606375910084,,,0.3711159062094674,0.021064606375910084,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1500
102,1736350647000,1736350947000,2025-01-08 17:37:27+0200,2025-01-08 17:42:27+0200,17,False,1500,ok,299.799,200.0,201.0,0.207,0,0.0,9.896363468057952,9.894727881328826,0.03909600032142891,0.017294175831592096,0.012524145981047674,0.03510105222621738,0.0006666666666666666,5.0,2.5,0.03333333333333333,0.00025616981073115934,5.870267009660221e-05,0.2291553010444641,8.731775911220104e-05,0.3408588969284822,0.00010230947579366336,0.3993814708362858,1.8758734208622758e-05,0.07322773185131229,6.906290659173169e-06,0.026959814817605746,,,0.3993814708362858,0.026959814817605746,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1500
103,1736350947000,1736351247000,2025-01-08 17:42:27+0200,2025-01-08 17:47:27+0200,17,False,1500,ok,299.8,200.0,201.0,0.202,0,0.0,9.895548658886737,9.895644114665554,0.012982592599605904,0.008608485200415579,0.006331093864658577,0.009718580398765952,0.0,5.0,2.5,0.016666666666666666,6.798126274963725e-05,1.788229037883358e-05,0.2630473406281204,2.709842814849831e-05,0.39861613410002317,2.253322062851515e-05,0.33146222528258923,4.246422380704628e-06,0.06246459993459429,1.2839687036903977e-06,0.018887096999345588,,,0.33146222528258923,0.018887096999345588,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1500
104,1736351247000,1736351547000,2025-01-08 17:47:27+0200,2025-01-08 17:52:27+0200,17,False,1500,ok,299.801,200.0,201.0,0.213,0,0.0,9.896627602368596,9.894182187454234,0.01760226637615159,0.01160066355483072,0.00806645891875668,0.013462705551560015,0.0,5.0,2.5,0.016666666666666666,0.00015161450950408015,0.00011921333319806492,0.7862923778733508,2.4673782049339898e-05,0.16274024254041394,1.9493609375618567e-05,0.1285735081647576,3.370951917363141e-06,0.022233702621136168,1.05351262912919e-06,0.0069486267018582315,,,0.1285735081647576,0.0069486267018582315,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1500
105,1736351547000,1736351847000,2025-01-08 17:52:27+0200,2025-01-08 17:57:27+0200,17,False,2839,ok,299.725,40.0,201.0,0.233,0,0.0,9.889832570007243,9.87698436960284,0.40279200765645673,0.17445246185379176,0.046398510149385785,0.3632806301452118,0.06692497358224728,25.0,12.5,0.016666666666666666,0.06687173825242276,0.02913430899915108,0.4356744681763307,0.018384772134554517,0.2749258896958378,0.022686396556397617,0.3392523829837142,0.005355382360867076,0.08008438992047662,0.0028223833915756343,0.04220592234228904,,,0.3392523829837142,0.04220592234228904,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,2839
106,1736351847000,1736352147000,2025-01-08 17:57:27+0200,2025-01-08 18:02:27+0200,17,False,3203,ok,299.84,20.0,200.0,0.204,0,0.0,9.767295160427038,9.808858411511025,0.5138886569330314,0.31044689834176187,0.1478167246773996,0.41162091646937143,0.10958476428348424,50.0,25.0,0.016666666666666666,0.15979356451876447,0.09562207912109552,0.5984100762072097,0.03020339880264263,0.189015113929046,0.03811347096762397,0.2385169332845587,0.0056797406934608625,0.0355442392850176,0.0037911442184838614,0.02372526221504164,,,0.2385169332845587,0.02372526221504164,low_motion_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,3203
107,1736352147000,1736352447000,2025-01-08 18:02:27+0200,2025-01-08 18:07:27+0200,18,False,3026,ok,299.8,20.0,200.0,18.096,1,0.06032,9.802384079459987,9.894946604450597,0.956644882723914,0.541627821829355,0.2554550671723588,0.793962565424137,0.2243886318572373,50.0,25.0,0.03333333333333333,0.3146451009583167,0.15077334218418842,0.47918541151594934,0.06749513435742355,0.2145119506130976,0.08897667081329497,0.2827842243286106,0.01638553506181925,0.052076244034671815,0.011776818615266596,0.037428895537854744,,,0.2827842243286106,0.037428895537854744,phone_handling_motion_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,3026
108,1736352447000,1736352747000,2025-01-08 18:07:27+0200,2025-01-08 18:12:27+0200,18,False,3045,ok,299.678,20.0,200.0,0.218,0,0.0,9.693363715392952,9.795636087124361,1.0302664005888158,0.5585973327572111,0.2672499580020453,0.8717095353604498,0.2735632183908046,50.0,25.0,0.05,0.8459814669571519,0.2893235631750156,0.3419975194204456,0.25756739682057744,0.3044598574328141,0.2747169513665396,0.32473164259099985,0.044102764647210684,0.05213206951901754,0.02389801849206157,0.028248867647205772,,,0.32473164259099985,0.028248867647205772,phone_handling_motion_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,3045
109,1736352747000,1736353047000,2025-01-08 18:12:27+0200,2025-01-08 18:17:27+0200,18,False,3198,ok,299.862,20.0,201.0,0.207,0,0.0,9.682084070363523,9.713627711214007,0.46456994910915833,0.18878261484513675,0.01270494961703239,0.42565404171183785,0.08786741713570982,50.0,25.0,0.016666666666666666,0.08498525488609601,0.04731828793840731,0.5567823265556718,0.019553611946566178,0.23008240632770333,0.025384619004134166,0.2986943916113054,0.003984207522606981,0.046881162243343655,0.0023122855975182925,0.027208079808872743,,,0.2986943916113054,0.027208079808872743,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,3198
110,1736353047000,1736353347000,2025-01-08 18:17:27+0200,2025-01-08 18:22:27+0200,18,False,2892,ok,299.838,21.0,201.0,0.208,0,0.0,9.696785415717294,9.736225504532035,1.3917589201093472,0.07356056113087225,0.026654623228576924,1.3903730636616065,0.00656984785615491,47.61904761904762,23.80952380952381,0.016666666666666666,2.600642221269427,0.7110689891283434,0.27342053563263924,0.9094986801484353,0.3497208007737759,0.915225035190002,0.3519227011331308,0.14288239768762973,0.054941197416185104,0.05217486243435187,0.020062299230412497,,,0.3519227011331308,0.020062299230412497,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,2892
111,1736353347000,1736353647000,2025-01-08 18:22:27+0200,2025-01-08 18:27:27+0200,18,False,1962,ok,299.841,200.0,201.0,0.222,0,0.0,9.736738298974032,9.736497154463592,0.009127381834661065,0.007276707025024961,0.006065078948724434,0.005515141403678503,0.0,5.0,2.5,0.03333333333333333,2.351629742726461e-05,5.344016127390446e-06,0.2272473438439606,6.839958319302452e-06,0.290860342299135,1.0836830341707228e-05,0.46082213304306535,1.7952578329770497e-06,0.07634100727505011,7.115854658202552e-07,0.030259247571654223,,,0.46082213304306535,0.030259247571654223,still_phone_candidate,041,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,1962
