Subject_ID_D,Subject_ID_N,global_T1,T1_date_iso,device_id,window_start_local,window_end_local,accelerometer_total_rows_loaded,accelerometer_exact_duplicate_rows_removed,accelerometer_valid_signal_minutes,accelerometer_valid_chunk_count,accelerometer_median_sampling_interval_ms,accelerometer_gap_burden_fraction,accelerometer_dynamic_magnitude_mean,accelerometer_dynamic_magnitude_sd,accelerometer_still_phone_minutes,accelerometer_stillness_fraction,accelerometer_phone_handling_minutes,accelerometer_walking_like_minutes,accelerometer_shaking_like_minutes,accelerometer_high_motion_chunk_fraction,accelerometer_tremor_band_power_mean,accelerometer_day_motion_minutes,accelerometer_night_motion_minutes,accelerometer_day_night_motion_ratio,accelerometer_hourly_motion_entropy
041,15,119.4,2025-01-08,d74f7acf-f82f-491d-90b9-d7321e6d4bcf,2025-01-08 09:07:27+0200,2025-01-09 09:07:27+0200,711764,361004,1435.0,287,200.0,0.0022398257839721255,0.1046220106318745,0.19947496979156346,1220.0,0.8501742160278746,95.0,0.0,0.0,0.031759321261451305,0.0034822885707146973,95.0,0.0,,2.465069461815837
