Subject_ID_D,device_id,chunk_start_ms,chunk_end_ms,chunk_start_local,chunk_end_local,rows_downloaded,cumulative_rows_downloaded,status,error_message
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736164745000,1736165045000,2025-01-06 13:59:05+0200,2025-01-06 14:04:05+0200,1531,138955,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736165045000,1736165345000,2025-01-06 14:04:05+0200,2025-01-06 14:09:05+0200,14227,153182,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736165345000,1736165645000,2025-01-06 14:09:05+0200,2025-01-06 14:14:05+0200,16074,169256,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736165645000,1736165945000,2025-01-06 14:14:05+0200,2025-01-06 14:19:05+0200,16088,185344,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736165945000,1736166245000,2025-01-06 14:19:05+0200,2025-01-06 14:24:05+0200,2726,188070,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736166245000,1736166545000,2025-01-06 14:24:05+0200,2025-01-06 14:29:05+0200,1531,189601,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736166545000,1736166845000,2025-01-06 14:29:05+0200,2025-01-06 14:34:05+0200,2499,192100,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736166845000,1736167145000,2025-01-06 14:34:05+0200,2025-01-06 14:39:05+0200,5789,197889,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736167145000,1736167445000,2025-01-06 14:39:05+0200,2025-01-06 14:44:05+0200,3063,200952,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736167445000,1736167745000,2025-01-06 14:44:05+0200,2025-01-06 14:49:05+0200,4370,205322,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736167745000,1736168045000,2025-01-06 14:49:05+0200,2025-01-06 14:54:05+0200,3274,208596,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736168045000,1736168345000,2025-01-06 14:54:05+0200,2025-01-06 14:59:05+0200,1531,210127,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736168345000,1736168645000,2025-01-06 14:59:05+0200,2025-01-06 15:04:05+0200,1531,211658,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736168645000,1736168945000,2025-01-06 15:04:05+0200,2025-01-06 15:09:05+0200,1532,213190,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736168945000,1736169245000,2025-01-06 15:09:05+0200,2025-01-06 15:14:05+0200,1531,214721,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736169245000,1736169545000,2025-01-06 15:14:05+0200,2025-01-06 15:19:05+0200,1558,216279,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736169545000,1736169845000,2025-01-06 15:19:05+0200,2025-01-06 15:24:05+0200,1531,217810,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736169845000,1736170145000,2025-01-06 15:24:05+0200,2025-01-06 15:29:05+0200,1532,219342,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736170145000,1736170445000,2025-01-06 15:29:05+0200,2025-01-06 15:34:05+0200,1531,220873,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736170445000,1736170745000,2025-01-06 15:34:05+0200,2025-01-06 15:39:05+0200,1607,222480,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736170745000,1736171045000,2025-01-06 15:39:05+0200,2025-01-06 15:44:05+0200,4704,227184,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736171045000,1736171345000,2025-01-06 15:44:05+0200,2025-01-06 15:49:05+0200,6431,233615,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736171345000,1736171645000,2025-01-06 15:49:05+0200,2025-01-06 15:54:05+0200,6324,239939,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736171645000,1736171945000,2025-01-06 15:54:05+0200,2025-01-06 15:59:05+0200,5850,245789,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736171945000,1736172245000,2025-01-06 15:59:05+0200,2025-01-06 16:04:05+0200,3143,248932,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736172245000,1736172545000,2025-01-06 16:04:05+0200,2025-01-06 16:09:05+0200,2789,251721,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736172545000,1736172845000,2025-01-06 16:09:05+0200,2025-01-06 16:14:05+0200,9187,260908,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736172845000,1736173145000,2025-01-06 16:14:05+0200,2025-01-06 16:19:05+0200,16069,276977,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736173145000,1736173445000,2025-01-06 16:19:05+0200,2025-01-06 16:24:05+0200,12713,289690,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736173445000,1736173745000,2025-01-06 16:24:05+0200,2025-01-06 16:29:05+0200,1531,291221,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736173745000,1736174045000,2025-01-06 16:29:05+0200,2025-01-06 16:34:05+0200,1532,292753,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736174045000,1736174345000,2025-01-06 16:34:05+0200,2025-01-06 16:39:05+0200,1531,294284,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736174345000,1736174645000,2025-01-06 16:39:05+0200,2025-01-06 16:44:05+0200,5515,299799,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736174645000,1736174945000,2025-01-06 16:44:05+0200,2025-01-06 16:49:05+0200,16080,315879,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736174945000,1736175245000,2025-01-06 16:49:05+0200,2025-01-06 16:54:05+0200,16068,331947,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736175245000,1736175545000,2025-01-06 16:54:05+0200,2025-01-06 16:59:05+0200,8392,340339,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736175545000,1736175845000,2025-01-06 16:59:05+0200,2025-01-06 17:04:05+0200,1584,341923,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736175845000,1736176145000,2025-01-06 17:04:05+0200,2025-01-06 17:09:05+0200,1532,343455,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736176145000,1736176445000,2025-01-06 17:09:05+0200,2025-01-06 17:14:05+0200,1531,344986,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736176445000,1736176745000,2025-01-06 17:14:05+0200,2025-01-06 17:19:05+0200,1532,346518,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736176745000,1736177045000,2025-01-06 17:19:05+0200,2025-01-06 17:24:05+0200,1531,348049,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736177045000,1736177345000,2025-01-06 17:24:05+0200,2025-01-06 17:29:05+0200,1532,349581,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736177345000,1736177645000,2025-01-06 17:29:05+0200,2025-01-06 17:34:05+0200,1531,351112,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736177645000,1736177945000,2025-01-06 17:34:05+0200,2025-01-06 17:39:05+0200,3117,354229,ok,
003,cc373e47-1b4b-4e15-a7e7-7882510d4949,1736177945000,1736178245000,2025-01-06 17:39:05+0200,2025-01-06 17:44:05+0200,2989,357218,ok,
