analysis_scope,repeat,model,n_predictions,rmse,mae,r2
repeat,17,spline_ridge,81,9.143459411323226,7.347290226836404,-0.1488371598340612
repeat,17,random_forest,81,8.740144064212119,6.966656140136932,-0.04972266493335109
repeat,17,extra_trees,81,8.723940057567676,7.029417605306306,-0.04583395437593163
repeat,17,hist_gradient_boosting,81,9.092012251734324,7.235863199519715,-0.13594529346834405
repeat,17,xgboost,81,8.893989910399753,7.12644216278453,-0.08700278503396808
repeat,18,elastic_net,81,8.999596010192544,7.128181759757443,-0.11296990465938417
repeat,18,pls,81,9.306830959173944,7.441474306482708,-0.19025782045028627
repeat,18,spline_ridge,81,8.867768198539213,7.095826465177896,-0.0806027200453614
repeat,18,random_forest,81,8.81836664222808,7.153152166006242,-0.06859637128564322
repeat,18,extra_trees,81,8.976101802815228,7.274019161998105,-0.10716648537702178
repeat,18,hist_gradient_boosting,81,9.109882445569978,7.37541701971036,-0.14041504367084867
repeat,18,xgboost,81,8.73442195932168,7.081691977418499,-0.04834862420688868
repeat,19,elastic_net,81,9.37645674138604,7.492581392438872,-0.20813342673780433
repeat,19,pls,81,10.022653569247577,7.755221994072889,-0.38039326150460995
repeat,19,spline_ridge,81,9.398204661859609,7.567149116439511,-0.2137442584314735
repeat,19,random_forest,81,8.85658829825559,7.053521792272049,-0.07787973159987382
repeat,19,extra_trees,81,9.022214018600923,7.146133258581223,-0.11857122177237378
repeat,19,hist_gradient_boosting,81,9.034960173041448,7.174425468665233,-0.12173398263386592
repeat,19,xgboost,81,8.94814563521118,7.168447593406395,-0.10028066074345943
repeat,20,elastic_net,81,8.825476566519546,7.018381871573425,-0.07032020574495768
repeat,20,pls,81,9.63181880888451,7.712854149725363,-0.27483506439468286
repeat,20,spline_ridge,81,8.97107246721408,7.313057081541978,-0.10592613584154553
repeat,20,random_forest,81,8.818665559534786,7.03837728669388,-0.06866881721037399
repeat,20,extra_trees,81,8.734861945305807,7.011846447008741,-0.04845424546515975
repeat,20,hist_gradient_boosting,81,8.989417776793454,7.18166702375996,-0.11045386691375114
repeat,20,xgboost,81,8.73137456842558,6.952234753267265,-0.04761722589413009
repeat,1,mean_baseline,81,8.588576965933543,6.857229641500474,-0.013630840313680226
repeat,2,mean_baseline,81,8.642791456448448,6.88202160493827,-0.02646810633155905
