timestamp,device_id,x,y,z
1752132145714.0,fdce7e53-e549-45b0-a477-8c300329c656,-0.751779317855835,7.036858081817627,6.744765281677246
1752132145720.0,fdce7e53-e549-45b0-a477-8c300329c656,-0.6943184733390808,7.070376873016357,6.754342079162598
1752132145736.0,fdce7e53-e549-45b0-a477-8c300329c656,-0.6631938815116882,7.0895304679870605,6.658574104309082
1752132145741.0,fdce7e53-e549-45b0-a477-8c300329c656,-1.357512354850769,6.426336765289307,6.857293128967285
1752132145744.0,fdce7e53-e549-45b0-a477-8c300329c656,-0.6177040338516235,7.130231857299805,6.826168537139893
1752132145747.0,fdce7e53-e549-45b0-a477-8c300329c656,-0.42856210470199585,7.266701221466064,6.52449893951416
1752132145811.0,fdce7e53-e549-45b0-a477-8c300329c656,-0.5123591423034668,7.247547626495361,6.409577369689941
1752132145815.0,fdce7e53-e549-45b0-a477-8c300329c656,-0.4836287498474121,7.254730224609375,6.411971569061279
1752132145816.0,fdce7e53-e549-45b0-a477-8c300329c656,-0.49799394607543945,7.214028835296631,6.469432353973389
1752132145819.0,fdce7e53-e549-45b0-a477-8c300329c656,-0.6009446382522583,7.1134724617004395,6.689698696136475
1752132145822.0,fdce7e53-e549-45b0-a477-8c300329c656,-0.6248866319656372,7.029675483703613,6.787860870361328
1752132145903.0,fdce7e53-e549-45b0-a477-8c300329c656,0.05483955144882202,-0.11320209503173828,0.10298681259155272
1752132145911.0,fdce7e53-e549-45b0-a477-8c300329c656,-0.6797261834144592,7.142877578735352,6.684874057769775
1752132145915.0,fdce7e53-e549-45b0-a477-8c300329c656,-0.7182605266571045,6.962637901306152,6.878840923309326
1752132145918.0,fdce7e53-e549-45b0-a477-8c300329c656,-0.6871358752250671,6.9817914962768555,6.9363017082214355
1752132145921.0,fdce7e53-e549-45b0-a477-8c300329c656,-0.608127236366272,7.01052188873291,6.909965515136719
1752132145925.0,fdce7e53-e549-45b0-a477-8c300329c656,-0.6009446382522583,7.027281284332275,6.890811920166016
1752132145929.0,fdce7e53-e549-45b0-a477-8c300329c656,-0.5770025849342346,7.053617477416992,6.9147539138793945
1752132146011.0,fdce7e53-e549-45b0-a477-8c300329c656,-0.5913678407669067,7.0224928855896,6.955455303192139
1752132146015.0,fdce7e53-e549-45b0-a477-8c300329c656,-0.5937620401382446,6.974608898162842,6.8285627365112305
1752132146016.0,fdce7e53-e549-45b0-a477-8c300329c656,-0.6248866319656372,7.000945091247559,6.680121898651123
1752132146017.0,fdce7e53-e549-45b0-a477-8c300329c656,-0.6224924325942993,7.027281284332275,6.558017730712891
1752132146018.0,fdce7e53-e549-45b0-a477-8c300329c656,-0.5578489899635315,7.0464348793029785,6.541258335113525
1752132146083.0,fdce7e53-e549-45b0-a477-8c300329c656,0.09928107261657716,-0.04325008392333984,-0.2022414207458496
1752132146092.0,fdce7e53-e549-45b0-a477-8c300329c656,-0.6571300625801086,7.089684963226318,6.743499755859375
1752132146111.0,fdce7e53-e549-45b0-a477-8c300329c656,-0.5219359993934631,7.075165271759033,6.799831867218018
1752132146116.0,fdce7e53-e549-45b0-a477-8c300329c656,-0.608127236366272,7.048829078674316,6.8716583251953125
1752132146120.0,fdce7e53-e549-45b0-a477-8c300329c656,-0.8164227604866028,6.859687328338623,6.900388717651367
1752132146124.0,fdce7e53-e549-45b0-a477-8c300329c656,-0.7805097699165344,6.847716331481934,6.909965515136719
1752132146127.0,fdce7e53-e549-45b0-a477-8c300329c656,-0.6224924325942993,6.91954231262207,6.91954231262207
1752132146212.0,fdce7e53-e549-45b0-a477-8c300329c656,-0.6368576288223267,6.9363017082214355,6.87405252456665
1752132146216.0,fdce7e53-e549-45b0-a477-8c300329c656,-0.5434837937355042,6.998550891876221,6.974608898162842
1752132146222.0,fdce7e53-e549-45b0-a477-8c300329c656,-0.4812345504760742,7.111078262329102,6.948272705078125
1752132146226.0,fdce7e53-e549-45b0-a477-8c300329c656,-0.5003881454467773,7.072771072387695,6.87405252456665
1752132146230.0,fdce7e53-e549-45b0-a477-8c300329c656,-0.5315127968788147,7.108684062957764,6.809409141540527
1752132146269.0,fdce7e53-e549-45b0-a477-8c300329c656,0.08710306882858276,-0.01026153564453125,0.0931415557861328
1752132146277.0,fdce7e53-e549-45b0-a477-8c300329c656,-0.6186158657073975,7.118945598602295,6.7162675857543945
