repeat,fold,feature,slope,selected
1,1,app_foreground_event_count,1.3549999999999929,True
1,1,app_use_diversity,1.4699999999999995,True
1,1,unique_foreground_apps,0.28499999999999454,False
1,1,gsm_cell_transition_count,0.6750000000000053,False
1,1,unique_gsm_cell_count,1.0699999999999983,False
1,1,unique_gsm_lac_count,0.9700000000000005,False
1,1,keyboard_deletion_event_count,-0.7550000000000013,False
1,1,keyboard_inter_event_interval_iqr_ms,-0.11499999999999112,False
1,1,keyboard_long_pause_count_2s,-0.21500000000001995,False
1,1,keyboard_median_inter_event_interval_ms,-0.7499999999999958,False
1,1,keyboard_typing_burst_count,-0.14000000000000873,False
1,1,message_distinct_event_count,-0.2899999999999975,False
1,1,activity_active_hour_count,0.9449999999999933,False
1,1,activity_state_diversity,1.0050000000000008,False
1,1,activity_still_fraction,-1.0599999999999896,True
1,1,activity_transition_count,1.320000000000008,False
1,1,activity_unknown_fraction,0.47500000000000203,False
1,1,median_unlocked_session_duration_seconds,-0.2850000000000023,False
1,1,screen_active_hour_count,-0.8450000000000008,False
1,1,screen_event_count,1.004999999999993,False
1,1,screen_off_event_count,1.664999999999997,True
1,1,screen_on_event_count,0.6049999999999919,False
1,1,screen_transition_count,-0.25999999999999246,False
1,1,screen_unlock_event_count,1.8149999999999962,True
1,1,telephony_event_count,1.3450000000000049,True
1,1,telephony_mobile_data_enabled_fraction,-2.8499999999999868,True
1,1,telephony_network_type_diversity,0.9100000000000035,False
1,1,touch_active_hour_count,-0.39000000000001334,False
1,1,touch_app_diversity,0.029999999999989452,False
1,1,touch_click_event_count,-0.0699999999999927,False
1,1,touch_distinct_event_count,-0.2050000000000088,False
1,1,touch_scroll_direction_change_count,-0.15499999999999697,False
1,1,touch_scroll_event_count,-0.954999999999989,True
1,1,touch_scroll_index_change_median,-0.35999999999999793,False
1,1,touch_unique_app_count,0.03999999999999545,False
1,2,app_foreground_event_count,1.1200000000000023,True
1,2,app_use_diversity,0.4600000000000034,False
1,2,unique_foreground_apps,0.029999999999997234,False
1,2,gsm_cell_transition_count,0.7750000000000004,True
1,2,unique_gsm_cell_count,1.2600000000000111,True
1,2,unique_gsm_lac_count,-0.02499999999998459,False
1,2,keyboard_deletion_event_count,0.1699999999999878,False
