candidate_id,patient_id,device_id,local_date,window_start_local,window_end_local_exclusive,plugin_event_count,plugin_dominant_movement_evidence_class,raw_row_count,first_raw_time_local,last_raw_time_local,raw_data_available,preflight_status,error_message
002__717fb40c-9a84-4ce5-834a-ad48e5220a75__2025-06-07,002,717fb40c-9a84-4ce5-834a-ad48e5220a75,2025-06-07,2025-06-07T00:00:00+03:00,2025-06-08T00:00:00+03:00,4,still,2000,2025-06-07 16:15:19+0300,2025-06-07 16:17:36+0300,1,has_raw_rows,
002__60e31068-dd5d-4fab-8b27-13f1c90c8ec0__2025-06-23,002,60e31068-dd5d-4fab-8b27-13f1c90c8ec0,2025-06-23,2025-06-23T00:00:00+03:00,2025-06-24T00:00:00+03:00,9,still,0,,,0,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-01-06,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-01-06,2025-01-06T00:00:00+02:00,2025-01-07T00:00:00+02:00,137,still,2293092,2025-01-06 12:09:05+0200,2025-01-06 23:59:59+0200,1,has_raw_rows,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-01-07,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-01-07,2025-01-07T00:00:00+02:00,2025-01-08T00:00:00+02:00,666,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-01-08,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-01-08,2025-01-08T00:00:00+02:00,2025-01-09T00:00:00+02:00,463,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-01-09,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-01-09,2025-01-09T00:00:00+02:00,2025-01-10T00:00:00+02:00,304,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-01-10,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-01-10,2025-01-10T00:00:00+02:00,2025-01-11T00:00:00+02:00,255,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-01-11,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-01-11,2025-01-11T00:00:00+02:00,2025-01-12T00:00:00+02:00,71,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-01-12,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-01-12,2025-01-12T00:00:00+02:00,2025-01-13T00:00:00+02:00,317,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-01-13,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-01-13,2025-01-13T00:00:00+02:00,2025-01-14T00:00:00+02:00,164,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-01-14,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-01-14,2025-01-14T00:00:00+02:00,2025-01-15T00:00:00+02:00,598,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-01-15,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-01-15,2025-01-15T00:00:00+02:00,2025-01-16T00:00:00+02:00,455,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-01-16,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-01-16,2025-01-16T00:00:00+02:00,2025-01-17T00:00:00+02:00,296,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-01-17,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-01-17,2025-01-17T00:00:00+02:00,2025-01-18T00:00:00+02:00,191,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-01-18,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-01-18,2025-01-18T00:00:00+02:00,2025-01-19T00:00:00+02:00,229,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-01-19,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-01-19,2025-01-19T00:00:00+02:00,2025-01-20T00:00:00+02:00,734,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-01-20,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-01-20,2025-01-20T00:00:00+02:00,2025-01-21T00:00:00+02:00,321,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-01-21,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-01-21,2025-01-21T00:00:00+02:00,2025-01-22T00:00:00+02:00,268,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-01-22,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-01-22,2025-01-22T00:00:00+02:00,2025-01-23T00:00:00+02:00,437,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-01-23,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-01-23,2025-01-23T00:00:00+02:00,2025-01-24T00:00:00+02:00,321,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-01-24,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-01-24,2025-01-24T00:00:00+02:00,2025-01-25T00:00:00+02:00,270,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-01-25,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-01-25,2025-01-25T00:00:00+02:00,2025-01-26T00:00:00+02:00,146,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-01-26,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-01-26,2025-01-26T00:00:00+02:00,2025-01-27T00:00:00+02:00,356,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-01-27,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-01-27,2025-01-27T00:00:00+02:00,2025-01-28T00:00:00+02:00,366,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-01-28,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-01-28,2025-01-28T00:00:00+02:00,2025-01-29T00:00:00+02:00,414,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-01-29,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-01-29,2025-01-29T00:00:00+02:00,2025-01-30T00:00:00+02:00,445,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-01-30,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-01-30,2025-01-30T00:00:00+02:00,2025-01-31T00:00:00+02:00,301,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-01-31,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-01-31,2025-01-31T00:00:00+02:00,2025-02-01T00:00:00+02:00,176,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-02-01,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-02-01,2025-02-01T00:00:00+02:00,2025-02-02T00:00:00+02:00,135,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-02-02,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-02-02,2025-02-02T00:00:00+02:00,2025-02-03T00:00:00+02:00,444,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-02-03,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-02-03,2025-02-03T00:00:00+02:00,2025-02-04T00:00:00+02:00,338,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-02-04,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-02-04,2025-02-04T00:00:00+02:00,2025-02-05T00:00:00+02:00,580,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-02-05,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-02-05,2025-02-05T00:00:00+02:00,2025-02-06T00:00:00+02:00,416,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-02-06,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-02-06,2025-02-06T00:00:00+02:00,2025-02-07T00:00:00+02:00,382,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-02-07,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-02-07,2025-02-07T00:00:00+02:00,2025-02-08T00:00:00+02:00,127,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-02-08,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-02-08,2025-02-08T00:00:00+02:00,2025-02-09T00:00:00+02:00,276,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-02-09,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-02-09,2025-02-09T00:00:00+02:00,2025-02-10T00:00:00+02:00,296,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-02-10,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-02-10,2025-02-10T00:00:00+02:00,2025-02-11T00:00:00+02:00,676,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-02-11,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-02-11,2025-02-11T00:00:00+02:00,2025-02-12T00:00:00+02:00,827,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-02-12,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-02-12,2025-02-12T00:00:00+02:00,2025-02-13T00:00:00+02:00,377,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-02-13,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-02-13,2025-02-13T00:00:00+02:00,2025-02-14T00:00:00+02:00,447,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-02-14,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-02-14,2025-02-14T00:00:00+02:00,2025-02-15T00:00:00+02:00,281,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-02-15,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-02-15,2025-02-15T00:00:00+02:00,2025-02-16T00:00:00+02:00,346,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-02-16,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-02-16,2025-02-16T00:00:00+02:00,2025-02-17T00:00:00+02:00,691,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-02-17,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-02-17,2025-02-17T00:00:00+02:00,2025-02-18T00:00:00+02:00,478,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-02-18,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-02-18,2025-02-18T00:00:00+02:00,2025-02-19T00:00:00+02:00,248,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-02-19,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-02-19,2025-02-19T00:00:00+02:00,2025-02-20T00:00:00+02:00,427,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-02-20,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-02-20,2025-02-20T00:00:00+02:00,2025-02-21T00:00:00+02:00,493,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-02-21,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-02-21,2025-02-21T00:00:00+02:00,2025-02-22T00:00:00+02:00,535,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-02-22,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-02-22,2025-02-22T00:00:00+02:00,2025-02-23T00:00:00+02:00,335,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-02-23,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-02-23,2025-02-23T00:00:00+02:00,2025-02-24T00:00:00+02:00,475,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-02-24,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-02-24,2025-02-24T00:00:00+02:00,2025-02-25T00:00:00+02:00,318,still,,,,,error,2013 (HY000): Lost connection to MySQL server during query
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-02-25,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-02-25,2025-02-25T00:00:00+02:00,2025-02-26T00:00:00+02:00,378,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-02-26,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-02-26,2025-02-26T00:00:00+02:00,2025-02-27T00:00:00+02:00,402,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-02-27,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-02-27,2025-02-27T00:00:00+02:00,2025-02-28T00:00:00+02:00,330,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-02-28,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-02-28,2025-02-28T00:00:00+02:00,2025-03-01T00:00:00+02:00,282,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-03-01,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-03-01,2025-03-01T00:00:00+02:00,2025-03-02T00:00:00+02:00,193,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-03-02,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-03-02,2025-03-02T00:00:00+02:00,2025-03-03T00:00:00+02:00,781,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-03-03,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-03-03,2025-03-03T00:00:00+02:00,2025-03-04T00:00:00+02:00,341,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-03-04,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-03-04,2025-03-04T00:00:00+02:00,2025-03-05T00:00:00+02:00,393,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-03-05,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-03-05,2025-03-05T00:00:00+02:00,2025-03-06T00:00:00+02:00,558,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-03-06,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-03-06,2025-03-06T00:00:00+02:00,2025-03-07T00:00:00+02:00,442,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-03-07,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-03-07,2025-03-07T00:00:00+02:00,2025-03-08T00:00:00+02:00,313,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-03-08,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-03-08,2025-03-08T00:00:00+02:00,2025-03-09T00:00:00+02:00,542,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-03-09,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-03-09,2025-03-09T00:00:00+02:00,2025-03-10T00:00:00+02:00,250,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-03-10,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-03-10,2025-03-10T00:00:00+02:00,2025-03-11T00:00:00+02:00,353,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-03-11,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-03-11,2025-03-11T00:00:00+02:00,2025-03-12T00:00:00+02:00,294,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-03-12,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-03-12,2025-03-12T00:00:00+02:00,2025-03-13T00:00:00+02:00,386,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-03-13,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-03-13,2025-03-13T00:00:00+02:00,2025-03-14T00:00:00+02:00,475,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-03-14,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-03-14,2025-03-14T00:00:00+02:00,2025-03-15T00:00:00+02:00,246,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-03-15,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-03-15,2025-03-15T00:00:00+02:00,2025-03-16T00:00:00+02:00,205,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-03-16,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-03-16,2025-03-16T00:00:00+02:00,2025-03-17T00:00:00+02:00,440,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-03-17,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-03-17,2025-03-17T00:00:00+02:00,2025-03-18T00:00:00+02:00,433,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-03-18,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-03-18,2025-03-18T00:00:00+02:00,2025-03-19T00:00:00+02:00,344,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-03-19,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-03-19,2025-03-19T00:00:00+02:00,2025-03-20T00:00:00+02:00,564,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-03-20,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-03-20,2025-03-20T00:00:00+02:00,2025-03-21T00:00:00+02:00,686,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-03-21,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-03-21,2025-03-21T00:00:00+02:00,2025-03-22T00:00:00+02:00,283,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-03-22,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-03-22,2025-03-22T00:00:00+02:00,2025-03-23T00:00:00+02:00,240,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-03-23,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-03-23,2025-03-23T00:00:00+02:00,2025-03-24T00:00:00+02:00,436,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-03-24,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-03-24,2025-03-24T00:00:00+02:00,2025-03-25T00:00:00+02:00,467,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-03-25,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-03-25,2025-03-25T00:00:00+02:00,2025-03-26T00:00:00+02:00,285,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-03-26,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-03-26,2025-03-26T00:00:00+02:00,2025-03-27T00:00:00+02:00,409,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-03-27,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-03-27,2025-03-27T00:00:00+02:00,2025-03-28T00:00:00+02:00,416,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-03-28,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-03-28,2025-03-28T00:00:00+02:00,2025-03-29T01:00:00+03:00,508,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-03-29,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-03-29,2025-03-29T00:00:00+03:00,2025-03-30T00:00:00+03:00,180,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-03-30,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-03-30,2025-03-30T00:00:00+03:00,2025-03-31T00:00:00+03:00,398,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-03-31,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-03-31,2025-03-31T00:00:00+03:00,2025-04-01T00:00:00+03:00,306,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-04-01,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-04-01,2025-04-01T00:00:00+03:00,2025-04-02T00:00:00+03:00,370,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-04-02,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-04-02,2025-04-02T00:00:00+03:00,2025-04-03T00:00:00+03:00,685,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-04-03,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-04-03,2025-04-03T00:00:00+03:00,2025-04-04T00:00:00+03:00,538,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-04-04,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-04-04,2025-04-04T00:00:00+03:00,2025-04-05T00:00:00+03:00,198,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-04-05,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-04-05,2025-04-05T00:00:00+03:00,2025-04-06T00:00:00+03:00,235,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-04-06,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-04-06,2025-04-06T00:00:00+03:00,2025-04-07T00:00:00+03:00,288,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-04-07,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-04-07,2025-04-07T00:00:00+03:00,2025-04-08T00:00:00+03:00,497,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-04-08,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-04-08,2025-04-08T00:00:00+03:00,2025-04-09T00:00:00+03:00,292,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-04-09,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-04-09,2025-04-09T00:00:00+03:00,2025-04-10T00:00:00+03:00,372,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-04-10,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-04-10,2025-04-10T00:00:00+03:00,2025-04-11T00:00:00+03:00,478,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-04-11,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-04-11,2025-04-11T00:00:00+03:00,2025-04-12T00:00:00+03:00,210,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-04-12,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-04-12,2025-04-12T00:00:00+03:00,2025-04-13T00:00:00+03:00,387,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-04-13,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-04-13,2025-04-13T00:00:00+03:00,2025-04-14T00:00:00+03:00,390,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-04-14,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-04-14,2025-04-14T00:00:00+03:00,2025-04-15T00:00:00+03:00,403,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-04-15,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-04-15,2025-04-15T00:00:00+03:00,2025-04-16T00:00:00+03:00,278,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-04-16,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-04-16,2025-04-16T00:00:00+03:00,2025-04-17T00:00:00+03:00,312,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-04-17,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-04-17,2025-04-17T00:00:00+03:00,2025-04-18T00:00:00+03:00,279,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-04-18,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-04-18,2025-04-18T00:00:00+03:00,2025-04-19T00:00:00+03:00,293,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-04-19,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-04-19,2025-04-19T00:00:00+03:00,2025-04-20T00:00:00+03:00,175,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-04-20,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-04-20,2025-04-20T00:00:00+03:00,2025-04-21T00:00:00+03:00,657,still,,,,,pending,
003__cc373e47-1b4b-4e15-a7e7-7882510d4949__2025-04-21,003,cc373e47-1b4b-4e15-a7e7-7882510d4949,2025-04-21,2025-04-21T00:00:00+03:00,2025-04-22T00:00:00+03:00,394,still,,,,,pending,
