Subject_ID_N,Subject_ID_D,device_id,device_episode_index,n_devices_for_subject,table_name,window_name,window_start_ms,window_end_ms,table_has_data,n_raw_rows,n_active_days,extraction_status,error_message,screen_event_count,active_screen_days,night_screen_event_count,screen_events_per_active_day,app_foreground_event_count,active_app_days,unique_foreground_apps,app_use_diversity,app_events_per_active_day,aware_log_rows,aware_log_active_days,data_logging_coverage_days,system_log_density,json_parse_errors
72,087,52edeca1-615e-4163-832e-ba395caaa2eb,2,3,applications_foreground,early_window,1738620000000,1739224800000,True,1340,2.0,ok_has_data,,,,,,1340.0,2.0,21.0,3.343838752190086,670.0,,,,,0
72,087,52edeca1-615e-4163-832e-ba395caaa2eb,2,3,applications_foreground,late_window,1757538000000,1758142800000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
72,087,52edeca1-615e-4163-832e-ba395caaa2eb,2,3,aware_log,early_window,1738620000000,1739224800000,True,10201,7.0,ok_has_data,,,,,,,,,,,10201.0,7.0,7.0,1457.2857142857142,0
72,087,52edeca1-615e-4163-832e-ba395caaa2eb,2,3,aware_log,late_window,1757538000000,1758142800000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
72,087,86db0ce4-51a9-4151-8fa9-dd7486f467be,3,3,screen,early_window,1738620000000,1739224800000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
72,087,86db0ce4-51a9-4151-8fa9-dd7486f467be,3,3,screen,late_window,1757538000000,1758142800000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
72,087,86db0ce4-51a9-4151-8fa9-dd7486f467be,3,3,applications_foreground,early_window,1738620000000,1739224800000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
72,087,86db0ce4-51a9-4151-8fa9-dd7486f467be,3,3,applications_foreground,late_window,1757538000000,1758142800000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
72,087,86db0ce4-51a9-4151-8fa9-dd7486f467be,3,3,aware_log,early_window,1738620000000,1739224800000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
72,087,86db0ce4-51a9-4151-8fa9-dd7486f467be,3,3,aware_log,late_window,1757538000000,1758142800000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
77,077,444ce4c5-7ef7-4be0-a6f6-58e98a35ca12,1,2,screen,early_window,1740434400000,1741039200000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
77,077,444ce4c5-7ef7-4be0-a6f6-58e98a35ca12,1,2,screen,late_window,1762293600000,1762898400000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
77,077,444ce4c5-7ef7-4be0-a6f6-58e98a35ca12,1,2,applications_foreground,early_window,1740434400000,1741039200000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
77,077,444ce4c5-7ef7-4be0-a6f6-58e98a35ca12,1,2,applications_foreground,late_window,1762293600000,1762898400000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
77,077,444ce4c5-7ef7-4be0-a6f6-58e98a35ca12,1,2,aware_log,early_window,1740434400000,1741039200000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
77,077,444ce4c5-7ef7-4be0-a6f6-58e98a35ca12,1,2,aware_log,late_window,1762293600000,1762898400000,True,6728,7.0,ok_has_data,,,,,,,,,,,6728.0,7.0,7.0,961.1428571428571,0
77,077,c3b613d0-daa4-4d16-b116-1dcf30024a39,2,2,screen,early_window,1740434400000,1741039200000,True,91,1.0,ok_has_data,,91.0,1.0,0.0,91.0,,,,,,,,,,0
77,077,c3b613d0-daa4-4d16-b116-1dcf30024a39,2,2,screen,late_window,1762293600000,1762898400000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
77,077,c3b613d0-daa4-4d16-b116-1dcf30024a39,2,2,applications_foreground,early_window,1740434400000,1741039200000,True,67,1.0,ok_has_data,,,,,,67.0,1.0,7.0,2.6218029034033887,67.0,,,,,0
77,077,c3b613d0-daa4-4d16-b116-1dcf30024a39,2,2,applications_foreground,late_window,1762293600000,1762898400000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
77,077,c3b613d0-daa4-4d16-b116-1dcf30024a39,2,2,aware_log,early_window,1740434400000,1741039200000,True,6697,7.0,ok_has_data,,,,,,,,,,,6697.0,7.0,7.0,956.7142857142857,0
77,077,c3b613d0-daa4-4d16-b116-1dcf30024a39,2,2,aware_log,late_window,1762293600000,1762898400000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
13,030,2a809985-edc7-453b-9e2c-0c0cbeccf9a0,1,3,screen,early_window,1736287200000,1736892000000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
13,030,2a809985-edc7-453b-9e2c-0c0cbeccf9a0,1,3,screen,late_window,1761080400000,1761688800000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
13,030,2a809985-edc7-453b-9e2c-0c0cbeccf9a0,1,3,applications_foreground,early_window,1736287200000,1736892000000,False,0,,ok_no_data,,,,,,,,,,,,,,,0
