Subject_ID_N,Subject_ID_D,device_id,device_episode_index,n_devices_for_subject,table_name,window_name,window_start_ms,window_end_ms,table_has_data,n_raw_rows,n_active_days,extraction_status,error_message,json_parse_errors,keyboard_event_count,active_keyboard_days,keyboard_events_per_active_day,touch_event_count,active_touch_days,touch_events_per_active_day,activity_event_count,active_activity_days,still_event_count,walking_event_count,in_vehicle_event_count,activity_diversity,high_confidence_activity_event_count,mean_activity_confidence
72,087,52edeca1-615e-4163-832e-ba395caaa2eb,2,3,plugin_google_activity_recognition,late_window,1757538000000,1758142800000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
72,087,86db0ce4-51a9-4151-8fa9-dd7486f467be,3,3,keyboard,early_window,1738620000000,1739224800000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
72,087,86db0ce4-51a9-4151-8fa9-dd7486f467be,3,3,keyboard,late_window,1757538000000,1758142800000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
72,087,86db0ce4-51a9-4151-8fa9-dd7486f467be,3,3,touch,early_window,1738620000000,1739224800000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
72,087,86db0ce4-51a9-4151-8fa9-dd7486f467be,3,3,touch,late_window,1757538000000,1758142800000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
72,087,86db0ce4-51a9-4151-8fa9-dd7486f467be,3,3,plugin_google_activity_recognition,early_window,1738620000000,1739224800000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
72,087,86db0ce4-51a9-4151-8fa9-dd7486f467be,3,3,plugin_google_activity_recognition,late_window,1757538000000,1758142800000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
77,077,444ce4c5-7ef7-4be0-a6f6-58e98a35ca12,1,2,keyboard,early_window,1740434400000,1741039200000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
77,077,444ce4c5-7ef7-4be0-a6f6-58e98a35ca12,1,2,keyboard,late_window,1762293600000,1762898400000,True,1,1.0,ok_has_data,,0,1.0,1.0,1.0,,,,,,,,,,,
77,077,444ce4c5-7ef7-4be0-a6f6-58e98a35ca12,1,2,touch,early_window,1740434400000,1741039200000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
77,077,444ce4c5-7ef7-4be0-a6f6-58e98a35ca12,1,2,touch,late_window,1762293600000,1762898400000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
77,077,444ce4c5-7ef7-4be0-a6f6-58e98a35ca12,1,2,plugin_google_activity_recognition,early_window,1740434400000,1741039200000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
77,077,444ce4c5-7ef7-4be0-a6f6-58e98a35ca12,1,2,plugin_google_activity_recognition,late_window,1762293600000,1762898400000,True,1697,7.0,ok_has_data,,0,,,,,,,1697.0,7.0,949.0,0.0,219.0,1.8132072894696225,1401.0,85.76900412492634
77,077,c3b613d0-daa4-4d16-b116-1dcf30024a39,2,2,keyboard,early_window,1740434400000,1741039200000,True,221,1.0,ok_has_data,,0,221.0,1.0,221.0,,,,,,,,,,,
77,077,c3b613d0-daa4-4d16-b116-1dcf30024a39,2,2,keyboard,late_window,1762293600000,1762898400000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
77,077,c3b613d0-daa4-4d16-b116-1dcf30024a39,2,2,touch,early_window,1740434400000,1741039200000,True,2613,1.0,ok_has_data,,0,,,,2613.0,1.0,2613.0,,,,,,,,
77,077,c3b613d0-daa4-4d16-b116-1dcf30024a39,2,2,touch,late_window,1762293600000,1762898400000,False,0,,ok_no_data,,0,,,,,,,,,,,,,,
