feature_scope,model,n_patients,rmse,mae,calibration_slope_actual_on_predicted,calibration_intercept,actual_predicted_correlation,actual_mean,predicted_mean
all_available,mean_baseline,81,8.636341207632528,6.878415880223172,-39.909212884717405,4006.163038757328,-0.7010286811969872,97.92962962962963,97.9281004718661
all_available,ridge,81,8.75918238331275,7.061759694239055,-1.3494661729528743,230.0637550941967,-0.16349950124065382,97.92962962962963,97.91584858732234
primary_37,mean_baseline,81,8.636341207632528,6.878415880223172,-39.909212884717405,4006.163038757328,-0.7010286811969872,97.92962962962963,97.9281004718661
primary_37,ridge,81,8.717342904561013,6.975961550858321,-1.3389163691308563,229.08132086940492,-0.14685512164320885,97.92962962962963,97.95360954837759
primary_plus_adjusted,mean_baseline,81,8.636341207632528,6.878415880223172,-39.909212884717405,4006.163038757328,-0.7010286811969872,97.92962962962963,97.9281004718661
primary_plus_adjusted,ridge,81,8.717342904561013,6.975961550858321,-1.3389163691308563,229.08132086940492,-0.14685512164320885,97.92962962962963,97.95360954837759
t1_week_all_available,mean_baseline,81,8.636341207632528,6.878415880223172,-39.909212884717405,4006.163038757328,-0.7010286811969872,97.92962962962963,97.9281004718661
t1_week_all_available,ridge,81,8.759182383312751,7.061759694239055,-1.3494661729528779,230.06375509419706,-0.163499501240654,97.92962962962963,97.91584858732234
