analysis_scope,repeat,outcome,model,n_predictions,rmse,mae,r2
repeat,1,Executive function,mean_baseline,61,9.68549513532178,7.577369800379168,-0.004883793212568266
repeat,1,Executive function,domain_group_10pct_delta_ridge,61,9.87244549492884,7.522060133565129,-0.044050911143262095
repeat,2,Executive function,mean_baseline,61,9.815311461122803,7.654662233745956,-0.032001569618719694
repeat,2,Executive function,domain_group_10pct_delta_ridge,61,11.858955798959203,8.835414118636795,-0.5064859581870789
repeat,3,Executive function,mean_baseline,61,9.720591928281046,7.556743476078957,-0.01217967177215673
repeat,3,Executive function,domain_group_10pct_delta_ridge,61,20.279301556287784,11.171940574201779,-3.4053272332876077
repeat,4,Executive function,mean_baseline,61,9.961110877863586,7.812582943013271,-0.06288856776997398
repeat,4,Executive function,domain_group_10pct_delta_ridge,61,9.958668579629595,7.7738909614274965,-0.062367426570112405
repeat,5,Executive function,mean_baseline,61,9.800945387244859,7.653581883573102,-0.028982824664652185
repeat,5,Executive function,domain_group_10pct_delta_ridge,61,10.629126408880374,8.087298266363106,-0.21022837542997252
repeat,6,Executive function,mean_baseline,61,9.761437970619648,7.607296197167391,-0.02070392565344137
repeat,6,Executive function,domain_group_10pct_delta_ridge,61,9.916240548870336,7.592458445076493,-0.05333446393021268
repeat,7,Executive function,mean_baseline,61,9.698865308170475,7.597476162596186,-0.0076600567283497956
repeat,7,Executive function,domain_group_10pct_delta_ridge,61,10.250864408152943,7.824293295204601,-0.12562353592220354
repeat,8,Executive function,mean_baseline,61,9.797346100055492,7.6493127578900415,-0.028227198651250784
repeat,8,Executive function,domain_group_10pct_delta_ridge,61,10.093704326969354,7.835524544271607,-0.09137335106087585
repeat,9,Executive function,mean_baseline,61,9.82591119660848,7.6893588992974236,-0.03423172813898678
repeat,9,Executive function,domain_group_10pct_delta_ridge,61,9.918877593692631,7.7156830054040135,-0.05389476892055578
repeat,10,Executive function,mean_baseline,61,9.984048163461418,7.707159585145533,-0.06778919549991436
repeat,10,Executive function,domain_group_10pct_delta_ridge,61,10.168183639043916,7.7590257768900415,-0.10753879938599975
repeat,11,Executive function,mean_baseline,61,9.691428624170321,7.54087487453998,-0.006115386032329084
repeat,11,Executive function,domain_group_10pct_delta_ridge,61,9.918037652944045,7.718401137414332,-0.05371628669359674
repeat,12,Executive function,mean_baseline,61,9.885562820578507,7.627933673469387,-0.04682717444022266
repeat,12,Executive function,domain_group_10pct_delta_ridge,61,9.945381381801926,7.741050399568014,-0.05953442352366656
repeat,13,Executive function,mean_baseline,61,9.96523883749877,7.783050351288055,-0.0637696884155532
repeat,13,Executive function,domain_group_10pct_delta_ridge,61,10.044253331858911,7.6835535793228305,-0.08070585119422802
repeat,14,Executive function,mean_baseline,61,9.889825001131275,7.639790342366454,-0.04773005237562167
repeat,14,Executive function,domain_group_10pct_delta_ridge,61,10.036437804863876,7.680407628121028,-0.07902469095105769
repeat,15,Executive function,mean_baseline,61,9.74759005710453,7.568814124010259,-0.017809968062494574
repeat,15,Executive function,domain_group_10pct_delta_ridge,61,9.941846922926876,7.703060897067455,-0.05878146790296346
repeat,16,Executive function,mean_baseline,61,9.827040289737583,7.746778465484554,-0.03446942844125189
repeat,16,Executive function,domain_group_10pct_delta_ridge,61,9.654048682409746,7.4422640355101075,0.0016308416362709188
repeat,17,Executive function,mean_baseline,61,9.969312551027064,7.740886026541765,-0.06463958803176584
repeat,17,Executive function,domain_group_10pct_delta_ridge,61,11.100628186537481,8.577795676313189,-0.3199798448148319
repeat,18,Executive function,mean_baseline,61,9.721745603134552,7.6161439165830265,-0.012419944286042428
repeat,18,Executive function,domain_group_10pct_delta_ridge,61,9.956186371555106,7.6583585685349425,-0.061837900289833936
repeat,19,Executive function,mean_baseline,61,9.728177965899336,7.601002983160477,-0.01376011651922937
repeat,19,Executive function,domain_group_10pct_delta_ridge,61,10.226291402369982,7.895292094626996,-0.12023339518255538
repeat,20,Executive function,mean_baseline,61,10.096463559142789,7.881954667112747,-0.09197011196452975
repeat,20,Executive function,domain_group_10pct_delta_ridge,61,10.50397365521104,8.036366425773878,-0.18189646851070917
repeat,1,Processing speed,mean_baseline,51,12.132306440427437,8.197696078431374,-0.021123551263868556
repeat,1,Processing speed,t1_primary_10pct_delta_ridge,51,12.255364578542203,8.333823662502713,-0.04194314344141814
repeat,2,Processing speed,mean_baseline,51,12.273799752057473,8.178902439024391,-0.04508019410546571
repeat,2,Processing speed,t1_primary_10pct_delta_ridge,51,12.327894946793906,8.236616390003578,-0.05431260795037507
repeat,3,Processing speed,mean_baseline,51,12.146137089387741,8.226554280248683,-0.02345300961440011
repeat,3,Processing speed,t1_primary_10pct_delta_ridge,51,12.363279441146414,8.299181464377863,-0.06037363596024403
repeat,4,Processing speed,mean_baseline,51,12.273315683412605,8.428576040172167,-0.04499776151122403
repeat,4,Processing speed,t1_primary_10pct_delta_ridge,51,12.302139626270549,8.456863938064306,-0.04991189004005547
repeat,5,Processing speed,mean_baseline,51,12.302900788695492,8.314579148732664,-0.0500418151144304
repeat,5,Processing speed,t1_primary_10pct_delta_ridge,51,12.311116987281267,8.315837251134607,-0.0514447741417583
repeat,6,Processing speed,mean_baseline,51,12.036791716619387,8.1350824964132,-0.005108721738499744
repeat,6,Processing speed,t1_primary_10pct_delta_ridge,51,12.049341931481417,8.136414730941475,-0.007205776652922102
repeat,7,Processing speed,mean_baseline,51,12.206768678997992,8.012685318029652,-0.03369634265560606
repeat,7,Processing speed,t1_primary_10pct_delta_ridge,51,12.313423782901273,8.074726686289122,-0.051838839999183595
repeat,8,Processing speed,mean_baseline,51,12.123288317339474,8.223165949306553,-0.01960608292963517
repeat,8,Processing speed,t1_primary_10pct_delta_ridge,51,12.506274349174388,8.420027768489932,-0.0850442589361542
repeat,9,Processing speed,mean_baseline,51,12.075409953448881,8.096690578670493,-0.011568548320534111
repeat,9,Processing speed,t1_primary_10pct_delta_ridge,51,12.090968344322341,8.10593033257194,-0.014176909920913694
repeat,10,Processing speed,mean_baseline,51,12.460197488950485,8.359406982305117,-0.07706373137232525
repeat,10,Processing speed,t1_primary_10pct_delta_ridge,51,12.481147983771478,8.3774939281099,-0.08068871219356888
repeat,11,Processing speed,mean_baseline,51,12.355491692277377,8.427433046389286,-0.0590381775568849
repeat,11,Processing speed,t1_primary_10pct_delta_ridge,51,12.726147032800977,8.638343679951177,-0.12353194099658427
repeat,12,Processing speed,mean_baseline,51,12.316691072513558,8.356510043041608,-0.05239711170730854
repeat,12,Processing speed,t1_primary_10pct_delta_ridge,51,12.349841441907719,8.379255454088177,-0.058069788312659965
repeat,13,Processing speed,mean_baseline,51,12.037753668558347,8.100095648015303,-0.00526937998387611
repeat,13,Processing speed,t1_primary_10pct_delta_ridge,51,12.054363319484597,8.104650344811096,-0.008045428289827239
repeat,14,Processing speed,mean_baseline,51,12.159532692891618,8.249850549976086,-0.025711724572798023
repeat,14,Processing speed,t1_primary_10pct_delta_ridge,51,12.307655375685076,8.358582968065022,-0.05085357161702153
repeat,15,Processing speed,mean_baseline,51,12.460899907706613,8.604166666666666,-0.0771851694300485
repeat,15,Processing speed,t1_primary_10pct_delta_ridge,51,12.477667696902857,8.61096673741791,-0.08008611019590983
repeat,16,Processing speed,mean_baseline,51,12.253690052232116,8.236313964610233,-0.041658428613497334
repeat,16,Processing speed,t1_primary_10pct_delta_ridge,51,12.721386746714858,8.66801480906102,-0.12269157145420606
repeat,17,Processing speed,mean_baseline,51,12.132541143507625,8.16091463414634,-0.021163059524242023
repeat,17,Processing speed,t1_primary_10pct_delta_ridge,51,12.236599336111611,8.303615337734888,-0.038754768841131826
repeat,18,Processing speed,mean_baseline,51,12.370800538205172,8.400417264466764,-0.06166416714774958
repeat,18,Processing speed,t1_primary_10pct_delta_ridge,51,12.384221738592585,8.396775566614883,-0.06396903607219917
repeat,19,Processing speed,mean_baseline,51,12.13633158317189,8.19104256336681,-0.0218012212337515
repeat,19,Processing speed,t1_primary_10pct_delta_ridge,51,12.14827585595345,8.192873264682376,-0.02381347315639748
repeat,20,Processing speed,mean_baseline,51,12.136311657782977,8.192204686752751,-0.021797866056798343
repeat,20,Processing speed,t1_primary_10pct_delta_ridge,51,12.142107279206007,8.19544396180164,-0.02277400572194832
repeat,1,Processing speed,mean_baseline,51,12.132306440427437,8.197696078431374,-0.021123551263868556
repeat,1,Processing speed,working_10pct_delta_ridge,51,12.267343790762217,8.348628608011428,-0.04398106865526663
repeat,2,Processing speed,mean_baseline,51,12.273799752057473,8.178902439024391,-0.04508019410546571
repeat,2,Processing speed,working_10pct_delta_ridge,51,12.405582798121058,8.31841151738812,-0.06764259865675148
repeat,3,Processing speed,mean_baseline,51,12.146137089387741,8.226554280248683,-0.02345300961440011
repeat,3,Processing speed,working_10pct_delta_ridge,51,12.340287783270446,8.244240866118021,-0.0564334065422607
repeat,4,Processing speed,mean_baseline,51,12.273315683412605,8.428576040172167,-0.04499776151122403
repeat,4,Processing speed,working_10pct_delta_ridge,51,12.38806590630423,8.560332371804089,-0.06462966865745101
repeat,5,Processing speed,mean_baseline,51,12.302900788695492,8.314579148732664,-0.0500418151144304
repeat,5,Processing speed,working_10pct_delta_ridge,51,12.315344450088537,8.325047048457751,-0.05216700054029788
repeat,6,Processing speed,mean_baseline,51,12.036791716619387,8.1350824964132,-0.005108721738499744
repeat,6,Processing speed,working_10pct_delta_ridge,51,12.051219074621017,8.138818422295312,-0.00751962228804226
repeat,7,Processing speed,mean_baseline,51,12.206768678997992,8.012685318029652,-0.03369634265560606
repeat,7,Processing speed,working_10pct_delta_ridge,51,12.33195561847658,8.087028885161534,-0.055007280068039455
repeat,8,Processing speed,mean_baseline,51,12.123288317339474,8.223165949306553,-0.01960608292963517
repeat,8,Processing speed,working_10pct_delta_ridge,51,12.157154093468357,8.250294082015564,-0.02531047252630847
repeat,9,Processing speed,mean_baseline,51,12.075409953448881,8.096690578670493,-0.011568548320534111
repeat,9,Processing speed,working_10pct_delta_ridge,51,12.092121020391753,8.108469951762505,-0.014370289498838229
repeat,10,Processing speed,mean_baseline,51,12.460197488950485,8.359406982305117,-0.07706373137232525
repeat,10,Processing speed,working_10pct_delta_ridge,51,13.089250269752831,9.18550393477238,-0.18855995403822812
repeat,11,Processing speed,mean_baseline,51,12.355491692277377,8.427433046389286,-0.0590381775568849
repeat,11,Processing speed,working_10pct_delta_ridge,51,12.795832733527478,8.722505119632357,-0.1358700778142916
repeat,12,Processing speed,mean_baseline,51,12.316691072513558,8.356510043041608,-0.05239711170730854
repeat,12,Processing speed,working_10pct_delta_ridge,51,12.36181598371388,8.391655580700986,-0.06012261521106255
repeat,13,Processing speed,mean_baseline,51,12.037753668558347,8.100095648015303,-0.00526937998387611
repeat,13,Processing speed,working_10pct_delta_ridge,51,12.055397813878193,8.100047228256326,-0.008218454780439588
repeat,14,Processing speed,mean_baseline,51,12.159532692891618,8.249850549976086,-0.025711724572798023
repeat,14,Processing speed,working_10pct_delta_ridge,51,12.48313154878899,8.534391316884003,-0.08103223614891397
repeat,15,Processing speed,mean_baseline,51,12.460899907706613,8.604166666666666,-0.0771851694300485
repeat,15,Processing speed,working_10pct_delta_ridge,51,12.479794569549679,8.607658131864989,-0.08045435231360831
repeat,16,Processing speed,mean_baseline,51,12.253690052232116,8.236313964610233,-0.041658428613497334
repeat,16,Processing speed,working_10pct_delta_ridge,51,12.868564398332422,8.7913437227935,-0.1488193734441008
repeat,17,Processing speed,mean_baseline,51,12.132541143507625,8.16091463414634,-0.021163059524242023
repeat,17,Processing speed,working_10pct_delta_ridge,51,12.220175401637928,8.279720330978835,-0.03596821180052867
repeat,18,Processing speed,mean_baseline,51,12.370800538205172,8.400417264466764,-0.06166416714774958
repeat,18,Processing speed,working_10pct_delta_ridge,51,12.384196745915386,8.396290217650114,-0.06396474167108201
repeat,19,Processing speed,mean_baseline,51,12.13633158317189,8.19104256336681,-0.0218012212337515
repeat,19,Processing speed,working_10pct_delta_ridge,51,12.158552873397682,8.155078188788298,-0.02554642679760355
repeat,20,Processing speed,mean_baseline,51,12.136311657782977,8.192204686752751,-0.021797866056798343
repeat,20,Processing speed,working_10pct_delta_ridge,51,12.275344587579848,8.422156234747277,-0.04534328762872053
repeat,1,Processing speed,mean_baseline,51,12.132306440427437,8.197696078431374,-0.021123551263868556
repeat,1,Processing speed,domain_group_10pct_delta_ridge,51,12.169841799094563,8.273318031862386,-0.027451701572103415
repeat,2,Processing speed,mean_baseline,51,12.273799752057473,8.178902439024391,-0.04508019410546571
repeat,2,Processing speed,domain_group_10pct_delta_ridge,51,12.561595131864442,8.622804704397604,-0.09466475112113537
repeat,3,Processing speed,mean_baseline,51,12.146137089387741,8.226554280248683,-0.02345300961440011
repeat,3,Processing speed,domain_group_10pct_delta_ridge,51,12.226720115536512,8.315139448321641,-0.03707816823437726
repeat,4,Processing speed,mean_baseline,51,12.273315683412605,8.428576040172167,-0.04499776151122403
repeat,4,Processing speed,domain_group_10pct_delta_ridge,51,12.37016643262316,8.636448171785464,-0.061555331843385463
repeat,5,Processing speed,mean_baseline,51,12.302900788695492,8.314579148732664,-0.0500418151144304
repeat,5,Processing speed,domain_group_10pct_delta_ridge,51,12.819469229057658,9.014560667606906,-0.14007031791017566
repeat,6,Processing speed,mean_baseline,51,12.036791716619387,8.1350824964132,-0.005108721738499744
repeat,6,Processing speed,domain_group_10pct_delta_ridge,51,12.322538189681612,8.665224757659486,-0.0533965603108022
repeat,7,Processing speed,mean_baseline,51,12.206768678997992,8.012685318029652,-0.03369634265560606
repeat,7,Processing speed,domain_group_10pct_delta_ridge,51,12.328463456388663,8.097686934316036,-0.054409850935759785
repeat,8,Processing speed,mean_baseline,51,12.123288317339474,8.223165949306553,-0.01960608292963517
repeat,8,Processing speed,domain_group_10pct_delta_ridge,51,12.332445212126874,8.510290482121782,-0.05509105187757979
repeat,9,Processing speed,mean_baseline,51,12.075409953448881,8.096690578670493,-0.011568548320534111
repeat,9,Processing speed,domain_group_10pct_delta_ridge,51,12.25435451619278,8.326283643374452,-0.04177140082809827
repeat,10,Processing speed,mean_baseline,51,12.460197488950485,8.359406982305117,-0.07706373137232525
repeat,10,Processing speed,domain_group_10pct_delta_ridge,51,12.68954461777651,8.6659944976768,-0.11707832345664726
repeat,11,Processing speed,mean_baseline,51,12.355491692277377,8.427433046389286,-0.0590381775568849
repeat,11,Processing speed,domain_group_10pct_delta_ridge,51,12.468331108961499,8.490195491543114,-0.07847033610556209
repeat,12,Processing speed,mean_baseline,51,12.316691072513558,8.356510043041608,-0.05239711170730854
repeat,12,Processing speed,domain_group_10pct_delta_ridge,51,12.47855233334857,8.462665357827625,-0.08023926660807512
repeat,13,Processing speed,mean_baseline,51,12.037753668558347,8.100095648015303,-0.00526937998387611
repeat,13,Processing speed,domain_group_10pct_delta_ridge,51,12.36207621849672,8.467489512227944,-0.06016725002568357
repeat,14,Processing speed,mean_baseline,51,12.159532692891618,8.249850549976086,-0.025711724572798023
repeat,14,Processing speed,domain_group_10pct_delta_ridge,51,12.202833147431086,8.352076101457087,-0.03302991095732155
repeat,15,Processing speed,mean_baseline,51,12.460899907706613,8.604166666666666,-0.0771851694300485
repeat,15,Processing speed,domain_group_10pct_delta_ridge,51,12.483654712993514,8.620014104617619,-0.08112284950484128
repeat,16,Processing speed,mean_baseline,51,12.253690052232116,8.236313964610233,-0.041658428613497334
repeat,16,Processing speed,domain_group_10pct_delta_ridge,51,13.241668844259895,9.119150930661847,-0.21640163578923022
repeat,17,Processing speed,mean_baseline,51,12.132541143507625,8.16091463414634,-0.021163059524242023
repeat,17,Processing speed,domain_group_10pct_delta_ridge,51,12.263462315614609,8.386368495755892,-0.04332052704637612
repeat,18,Processing speed,mean_baseline,51,12.370800538205172,8.400417264466764,-0.06166416714774958
repeat,18,Processing speed,domain_group_10pct_delta_ridge,51,12.37863704979667,8.400384978335584,-0.06300965464047437
repeat,19,Processing speed,mean_baseline,51,12.13633158317189,8.19104256336681,-0.0218012212337515
repeat,19,Processing speed,domain_group_10pct_delta_ridge,51,12.183821481965946,8.227369987589922,-0.029813556220229298
repeat,20,Processing speed,mean_baseline,51,12.136311657782977,8.192204686752751,-0.021797866056798343
repeat,20,Processing speed,domain_group_10pct_delta_ridge,51,12.146896217828775,8.225619531579527,-0.02358094437438396
repeat,1,Attention,mean_baseline,61,7.911279022811361,5.976836595293856,-0.030193267958398717
repeat,1,Attention,t1_primary_10pct_delta_ridge,61,7.91982531201119,5.985068436552199,-0.03242023659018911
repeat,2,Attention,mean_baseline,61,7.93686665440862,5.9148893163822915,-0.03686800018517644
repeat,2,Attention,t1_primary_10pct_delta_ridge,61,7.940010061897417,5.923580364623661,-0.03768946895958991
repeat,3,Attention,mean_baseline,61,8.001782975009478,6.0215603044496495,-0.05389863058838107
repeat,3,Attention,t1_primary_10pct_delta_ridge,61,8.046688023585142,6.058886122429529,-0.0657605272439521
repeat,4,Attention,mean_baseline,61,8.171229718852302,6.159274980483997,-0.09900620340024924
repeat,4,Attention,t1_primary_10pct_delta_ridge,61,8.182691780723498,6.170521932549465,-0.10209159264224144
repeat,5,Attention,mean_baseline,61,7.831798780778235,5.8483474127355874,-0.009597683232095422
repeat,5,Attention,t1_primary_10pct_delta_ridge,61,8.044900819628536,6.028342074108156,-0.06528715984086952
repeat,6,Attention,mean_baseline,61,8.050010381260646,6.109415774506524,-0.06664078223510739
repeat,6,Attention,t1_primary_10pct_delta_ridge,61,8.337598285602231,6.257575113321418,-0.14421394603219717
repeat,7,Attention,mean_baseline,61,7.970386307935076,5.941454081632653,-0.04564447300288288
repeat,7,Attention,t1_primary_10pct_delta_ridge,61,7.978222091060152,5.949320528548558,-0.04770145507031609
repeat,8,Attention,mean_baseline,61,7.827676696618551,5.838497407159586,-0.00853520664364571
repeat,8,Attention,t1_primary_10pct_delta_ridge,61,7.854209691376568,5.869913217925401,-0.015383934008778022
repeat,9,Attention,mean_baseline,61,7.845789355099408,5.878578398572543,-0.013207956682313338
repeat,9,Attention,t1_primary_10pct_delta_ridge,61,8.498655612579181,6.2507329561444545,-0.1888464505035714
repeat,10,Attention,mean_baseline,61,7.987694593422674,6.0183255269320854,-0.05019079316162367
repeat,10,Attention,t1_primary_10pct_delta_ridge,61,7.99735520774738,6.023394266649871,-0.05273260876720909
repeat,11,Attention,mean_baseline,61,7.87002370597057,5.906804812088769,-0.019476888543811688
repeat,11,Attention,t1_primary_10pct_delta_ridge,61,7.904972977798702,5.9496413267968355,-0.028551597640076753
repeat,12,Attention,mean_baseline,61,8.040133079270433,6.019953719192596,-0.06402486769270976
repeat,12,Attention,t1_primary_10pct_delta_ridge,61,8.065335312117186,6.031290835254064,-0.0707058094130888
repeat,13,Attention,mean_baseline,61,7.9007025381016875,5.93701837292294,-0.027440605569972076
repeat,13,Attention,t1_primary_10pct_delta_ridge,61,8.330246005452466,6.393283412546232,-0.14219684902333407
repeat,14,Attention,mean_baseline,61,7.8534690637577524,5.863824300211888,-0.015192447924719854
repeat,14,Attention,t1_primary_10pct_delta_ridge,61,7.854080376415573,5.869365954568449,-0.015350498880851271
repeat,15,Attention,mean_baseline,61,7.864528207168633,5.925250920040149,-0.018053620164078632
repeat,15,Attention,t1_primary_10pct_delta_ridge,61,7.981579512254062,6.038269481662064,-0.048583434831881656
repeat,16,Attention,mean_baseline,61,7.940838575002148,5.953125348500057,-0.037906039007338466
repeat,16,Attention,t1_primary_10pct_delta_ridge,61,7.9460760985777155,5.959245595141543,-0.03927562989426847
repeat,17,Attention,mean_baseline,61,7.89177152069436,5.911249581799932,-0.02511906428263777
repeat,17,Attention,t1_primary_10pct_delta_ridge,61,7.90849871976806,5.9276678087553885,-0.02946930254886415
repeat,18,Attention,mean_baseline,61,7.890971638974004,5.943328314932531,-0.02491127001395088
repeat,18,Attention,t1_primary_10pct_delta_ridge,61,7.927430596354153,5.978030805095714,-0.03440402263478326
repeat,19,Attention,mean_baseline,61,7.914199981849074,5.888440950150551,-0.03095413300672134
repeat,19,Attention,t1_primary_10pct_delta_ridge,61,8.185181004079462,6.2538086569112785,-0.1027622202250309
repeat,20,Attention,mean_baseline,61,8.072760560058574,6.075223040035686,-0.07267818017022187
repeat,20,Attention,t1_primary_10pct_delta_ridge,61,8.098217228167165,6.105865055876903,-0.07945402020902903
repeat,1,Attention,mean_baseline,61,7.911279022811361,5.976836595293856,-0.030193267958398717
repeat,1,Attention,working_10pct_delta_ridge,61,8.397704009919694,6.172840364075978,-0.16077068113442472
repeat,2,Attention,mean_baseline,61,7.93686665440862,5.9148893163822915,-0.03686800018517644
repeat,2,Attention,working_10pct_delta_ridge,61,8.798205726126412,6.239812542423625,-0.2741293772645994
repeat,3,Attention,mean_baseline,61,8.001782975009478,6.0215603044496495,-0.05389863058838107
repeat,3,Attention,working_10pct_delta_ridge,61,9.059368608682556,6.525133818871465,-0.3508936648499563
repeat,4,Attention,mean_baseline,61,8.171229718852302,6.159274980483997,-0.09900620340024924
repeat,4,Attention,working_10pct_delta_ridge,61,8.212465637581944,6.190069870024519,-0.11012640966038156
repeat,5,Attention,mean_baseline,61,7.831798780778235,5.8483474127355874,-0.009597683232095422
repeat,5,Attention,working_10pct_delta_ridge,61,8.507672071143396,6.163826331673312,-0.19137034872670955
repeat,6,Attention,mean_baseline,61,8.050010381260646,6.109415774506524,-0.06664078223510739
repeat,6,Attention,working_10pct_delta_ridge,61,9.187044795681281,6.612919258391095,-0.389239015914131
repeat,7,Attention,mean_baseline,61,7.970386307935076,5.941454081632653,-0.04564447300288288
repeat,7,Attention,working_10pct_delta_ridge,61,8.778535341260282,6.2822910246271695,-0.26843853542290974
repeat,8,Attention,mean_baseline,61,7.827676696618551,5.838497407159586,-0.00853520664364571
repeat,8,Attention,working_10pct_delta_ridge,61,8.016005744760196,6.019985324422318,-0.057648464601044225
repeat,9,Attention,mean_baseline,61,7.845789355099408,5.878578398572543,-0.013207956682313338
repeat,9,Attention,working_10pct_delta_ridge,61,8.997883665183718,6.865004422734123,-0.33261915457155355
repeat,10,Attention,mean_baseline,61,7.987694593422674,6.0183255269320854,-0.05019079316162367
repeat,10,Attention,working_10pct_delta_ridge,61,8.750450287711688,6.721823609789119,-0.2603353207416408
repeat,11,Attention,mean_baseline,61,7.87002370597057,5.906804812088769,-0.019476888543811688
repeat,11,Attention,working_10pct_delta_ridge,61,8.359792953979278,6.326139273399996,-0.15031384423511573
repeat,12,Attention,mean_baseline,61,8.040133079270433,6.019953719192596,-0.06402486769270976
repeat,12,Attention,working_10pct_delta_ridge,61,8.600780607821351,6.36353932327284,-0.217589917086354
repeat,13,Attention,mean_baseline,61,7.9007025381016875,5.93701837292294,-0.027440605569972076
repeat,13,Attention,working_10pct_delta_ridge,61,8.812609622383562,6.846649362821058,-0.2783046490616754
repeat,14,Attention,mean_baseline,61,7.8534690637577524,5.863824300211888,-0.015192447924719854
repeat,14,Attention,working_10pct_delta_ridge,61,7.850742826945447,5.86454683685337,-0.014487746697362525
repeat,15,Attention,mean_baseline,61,7.864528207168633,5.925250920040149,-0.018053620164078632
repeat,15,Attention,working_10pct_delta_ridge,61,8.163262305996462,6.075887613822717,-0.09686406138709347
repeat,16,Attention,mean_baseline,61,7.940838575002148,5.953125348500057,-0.037906039007338466
repeat,16,Attention,working_10pct_delta_ridge,61,7.94318011419452,5.9531615071604875,-0.03851823026648726
repeat,17,Attention,mean_baseline,61,7.89177152069436,5.911249581799932,-0.02511906428263777
repeat,17,Attention,working_10pct_delta_ridge,61,9.539367952394942,6.8585346451840135,-0.49783682999593637
repeat,18,Attention,mean_baseline,61,7.890971638974004,5.943328314932531,-0.02491127001395088
repeat,18,Attention,working_10pct_delta_ridge,61,8.034084078634743,6.241981906927172,-0.062424430022158583
repeat,19,Attention,mean_baseline,61,7.914199981849074,5.888440950150551,-0.03095413300672134
repeat,19,Attention,working_10pct_delta_ridge,61,8.363726642212935,6.21792626166137,-0.151396655895498
repeat,20,Attention,mean_baseline,61,8.072760560058574,6.075223040035686,-0.07267818017022187
repeat,20,Attention,working_10pct_delta_ridge,61,8.421263869211979,6.4513770785894,-0.1672929295697374
repeat,1,Attention,mean_baseline,61,7.911279022811361,5.976836595293856,-0.030193267958398717
repeat,1,Attention,domain_group_10pct_delta_ridge,61,7.915138774685165,5.980848752238722,-0.03119873379027127
repeat,2,Attention,mean_baseline,61,7.93686665440862,5.9148893163822915,-0.03686800018517644
repeat,2,Attention,domain_group_10pct_delta_ridge,61,7.93970046527666,5.922052332133529,-0.03760854742747588
repeat,3,Attention,mean_baseline,61,8.001782975009478,6.0215603044496495,-0.05389863058838107
repeat,3,Attention,domain_group_10pct_delta_ridge,61,8.012376252619285,6.030447391040503,-0.056690915951068455
repeat,4,Attention,mean_baseline,61,8.171229718852302,6.159274980483997,-0.09900620340024924
repeat,4,Attention,domain_group_10pct_delta_ridge,61,8.177396698675883,6.165560263736376,-0.1006657104480595
repeat,5,Attention,mean_baseline,61,7.831798780778235,5.8483474127355874,-0.009597683232095422
repeat,5,Attention,domain_group_10pct_delta_ridge,61,7.8360465405448565,5.847933652447446,-0.010693138192410245
repeat,6,Attention,mean_baseline,61,8.050010381260646,6.109415774506524,-0.06664078223510739
repeat,6,Attention,domain_group_10pct_delta_ridge,61,8.055254237895362,6.113456978533225,-0.06803087562556032
repeat,7,Attention,mean_baseline,61,7.970386307935076,5.941454081632653,-0.04564447300288288
repeat,7,Attention,domain_group_10pct_delta_ridge,61,7.974584725507737,5.945353140557668,-0.04674635393941573
repeat,8,Attention,mean_baseline,61,7.827676696618551,5.838497407159586,-0.00853520664364571
repeat,8,Attention,domain_group_10pct_delta_ridge,61,7.856710083568456,5.847862868032681,-0.016030533038751793
repeat,9,Attention,mean_baseline,61,7.845789355099408,5.878578398572543,-0.013207956682313338
repeat,9,Attention,domain_group_10pct_delta_ridge,61,7.8493898953529575,5.882042804937146,-0.01413812009831461
repeat,10,Attention,mean_baseline,61,7.987694593422674,6.0183255269320854,-0.05019079316162367
repeat,10,Attention,domain_group_10pct_delta_ridge,61,7.992374562985134,6.0202480656077135,-0.051421761795042986
repeat,11,Attention,mean_baseline,61,7.87002370597057,5.906804812088769,-0.019476888543811688
repeat,11,Attention,domain_group_10pct_delta_ridge,61,8.140581880868849,6.180056912999625,-0.09077757702179423
repeat,12,Attention,mean_baseline,61,8.040133079270433,6.019953719192596,-0.06402486769270976
repeat,12,Attention,domain_group_10pct_delta_ridge,61,8.079260055252245,6.032595616246793,-0.07440613263440321
repeat,13,Attention,mean_baseline,61,7.9007025381016875,5.93701837292294,-0.027440605569972076
repeat,13,Attention,domain_group_10pct_delta_ridge,61,7.907816446338966,5.94830614799223,-0.029291683691323067
repeat,14,Attention,mean_baseline,61,7.8534690637577524,5.863824300211888,-0.015192447924719854
repeat,14,Attention,domain_group_10pct_delta_ridge,61,7.855486118406679,5.867732856973107,-0.0157139911030324
repeat,15,Attention,mean_baseline,61,7.864528207168633,5.925250920040149,-0.018053620164078632
repeat,15,Attention,domain_group_10pct_delta_ridge,61,7.870278765694472,5.934156954496219,-0.019542970100119517
repeat,16,Attention,mean_baseline,61,7.940838575002148,5.953125348500057,-0.037906039007338466
repeat,16,Attention,domain_group_10pct_delta_ridge,61,7.943310572819856,5.955942871760081,-0.03855234375034344
repeat,17,Attention,mean_baseline,61,7.89177152069436,5.911249581799932,-0.02511906428263777
repeat,17,Attention,domain_group_10pct_delta_ridge,61,7.898798774345155,5.919209430126296,-0.026945518325069306
repeat,18,Attention,mean_baseline,61,7.890971638974004,5.943328314932531,-0.02491127001395088
repeat,18,Attention,domain_group_10pct_delta_ridge,61,7.921571528610925,5.973417047392022,-0.032875556760521896
repeat,19,Attention,mean_baseline,61,7.914199981849074,5.888440950150551,-0.03095413300672134
